freq_hz,h1_abs_db,h1_phase_rad,fir_abs_db,fir_phase_rad,total_abs_db,total_phase_rad,target_phase_rad,phase_error_rad,total_group_delay_ns
4399000000.000000,-1.403735840000e-01,2.041014373263e+00,1.346378814747e-01,-4.046539879538e-01,-5.735702525306e-03,-6.119549268649e+01,-6.119429790111e+01,-1.194785374352e-03,1.048574830101e+01
4400000000.000000,-1.527795710000e-01,2.035273620686e+00,1.342701979933e-01,-4.616936418594e-01,-1.850937300674e-02,-6.125827309297e+01,-6.126105674500e+01,2.783652031724e-03,1.077610721181e+01
4401000000.000000,-1.258356100000e-01,2.019680339375e+00,1.339200118929e-01,-5.187365110694e-01,8.084401892895e-03,-6.133090924349e+01,-6.132781558889e+01,-3.093654600512e-03,1.083190490888e+01
4402000000.000000,-1.270560990000e-01,2.013245330149e+00,1.335911080613e-01,-5.757830828669e-01,6.535009061268e-03,-6.139439082451e+01,-6.139457443278e+01,1.836082648907e-04,1.027466593434e+01
4403000000.000000,-1.368648590000e-01,2.004662375442e+00,1.332873807167e-01,-6.328338072061e-01,-3.577478283323e-03,-6.146002450356e+01,-6.146133327667e+01,1.308773107418e-03,1.126499630400e+01
4404000000.000000,-1.301681820000e-01,1.985791223671e+00,1.330128002798e-01,-6.898890949143e-01,2.844618279793e-03,-6.153595094304e+01,-6.152809212056e+01,-7.858822482952e-03,1.049968453232e+01
4405000000.000000,-1.416801450000e-01,1.986834957116e+00,1.327713785774e-01,-7.469493160471e-01,-8.908766422643e-03,-6.159196743073e+01,-6.159485096444e+01,2.883533717956e-03,9.945785479916e+00
4406000000.000000,-1.396558760000e-01,1.974934500775e+00,1.325671326002e-01,-8.040147984098e-01,-7.088743399774e-03,-6.166093336943e+01,-6.166160980833e+01,6.764389030707e-04,1.110416196057e+01
4407000000.000000,-1.264912070000e-01,1.961432452762e+00,1.324040471350e-01,-8.610858262515e-01,5.912840134966e-03,-6.173150644529e+01,-6.172836865222e+01,-3.137793062770e-03,1.079718058306e+01
4408000000.000000,-1.417317690000e-01,1.953400968715e+00,1.322860365372e-01,-9.181626391467e-01,-9.445732462844e-03,-6.179661474223e+01,-6.179512749611e+01,-1.487246116227e-03,1.059554059096e+01
4409000000.000000,-1.311220130000e-01,1.942444567659e+00,1.322169059830e-01,-9.752454310739e-01,1.094892982968e-03,-6.186465393521e+01,-6.186188634000e+01,-2.767595210685e-03,1.061800318901e+01
4410000000.000000,-1.530177960000e-01,1.934142916012e+00,1.322003125335e-01,-1.032334349701e+00,-2.081748346650e-02,-6.193004450548e+01,-6.192864518389e+01,-1.399321596217e-03,1.006551416178e+01
4411000000.000000,-1.332222540000e-01,1.930141651096e+00,1.322397263573e-01,-1.089429495892e+00,-9.825276426983e-04,-6.199114091659e+01,-6.199540402778e+01,4.263111185900e-03,1.052734995562e+01
4412000000.000000,-1.274848910000e-01,1.916048908622e+00,1.323383924743e-01,-1.146530923441e+00,4.853501474309e-03,-6.206233508661e+01,-6.206216287167e+01,-1.722149480798e-04,1.071008418930e+01
4413000000.000000,-1.349024010000e-01,1.909763907020e+00,1.324992933964e-01,-1.203638639050e+00,-2.403107603646e-03,-6.212572780383e+01,-6.212892171556e+01,3.193911729802e-03,1.032899434151e+01
