subcarrier_index,fft_bin,freq_hz,reference_i,reference_q,after_h1_equalized_i,after_h1_equalized_q,after_plan_b_equalized_i,after_plan_b_equalized_q,after_plan_b_fixed_equalized_i,after_plan_b_fixed_equalized_q,plan_b_abs,plan_b_phase_rad,plan_b_fixed_abs,plan_b_fixed_phase_rad
1138,20526,3758422851.562500,2.732977313066e+02,-3.904253304380e+01,2.755390448507e+02,-5.811168853903e+01,2.731330242528e+02,-3.964266351595e+01,2.731504516455e+02,-3.960577901097e+01,9.895267603952e-01,-1.224583798923,9.895662783386e-01,-1.224399291343
1139,20527,3758605957.031250,1.952126652190e+02,-3.904253304380e+01,1.960868861256e+02,-5.292915114432e+01,1.951098635513e+02,-3.944769443441e+01,1.951236257064e+02,-3.942203944233e+01,9.895060290435e-01,-1.234683424769,9.895444882777e-01,-1.234500200118
1140,20528,3758789062.500000,1.952126652190e+02,1.952126652190e+02,2.120035530682e+02,1.855144730123e+02,1.956081940964e+02,1.948440572626e+02,1.955892120466e+02,1.948792085684e+02,9.894855413589e-01,-1.244782765486,9.895229266622e-01,-1.244600828663
1141,20529,3758972167.968750,-1.171275991314e+02,-1.952126652190e+02,-1.325812488836e+02,-1.908114200408e+02,-1.175110617072e+02,-1.950477271668e+02,-1.174889644533e+02,-1.950716846987e+02,9.894653017873e-01,-1.254881824961,9.895015979573e-01,-1.254701180630
1142,20530,3759155273.437500,1.171275991314e+02,1.952126652190e+02,1.326403648941e+02,1.907938941761e+02,1.174837026166e+02,1.950809714009e+02,1.174617248025e+02,1.951045547122e+02,9.894453147791e-01,-1.264980607110,9.894805066355e-01,-1.264801259701
1143,20531,3759338378.906250,-1.171275991314e+02,-2.732977313066e+02,-1.380577008640e+02,-2.703000397798e+02,-1.175661246313e+02,-2.732236808434e+02,-1.175337415985e+02,-2.732498533538e+02,9.894255847879e-01,-1.275079115874,9.894596571757e-01,-1.274901069581
1144,20532,3759521484.375000,-1.952126652190e+02,1.171275991314e+02,-1.907528331905e+02,1.327506356609e+02,-1.951413550881e+02,1.174214949171e+02,-1.951641782843e+02,1.173997539645e+02,9.894061162697e-01,-1.285177355222,9.894390540620e-01,-1.285000614002
1145,20533,3759704589.843750,-1.952126652190e+02,1.952126652190e+02,-1.853303969032e+02,2.123398091079e+02,-1.950871493694e+02,1.955097234208e+02,-1.951199069896e+02,1.954908829516e+02,9.893869136817e-01,-1.295275329148,9.894187017821e-01,-1.295099896721
1146,20534,3759887695.312500,-1.952126652190e+02,-1.171275991314e+02,-2.069768911889e+02,-1.057522626182e+02,-1.954120036032e+02,-1.170092569909e+02,-1.954034023183e+02,-1.170388336954e+02,9.893679814815e-01,-1.305373041673,9.893986048275e-01,-1.305198921522
1147,20535,3760070800.781250,3.904253304380e+01,1.171275991314e+02,4.790780692463e+01,1.166052804224e+02,3.912066813455e+01,1.171736766344e+02,3.910679221817e+01,1.171826226614e+02,9.893493241256e-01,-1.315470496847,9.893787676914e-01,-1.315297692217
1148,20536,3760253906.250000,1.952126652190e+02,-1.171275991314e+02,1.907969669876e+02,-1.328281793087e+02,1.953771566632e+02,-1.171485598908e+02,1.953984035920e+02,-1.171272618095e+02,9.893309460698e-01,-1.325567698742,9.893591948688e-01,-1.325396212641
1149,20537,3760437011.718750,-1.171275991314e+02,1.171275991314e+02,-1.112982361413e+02,1.274096799335e+02,-1.173440248265e+02,1.170937509810e+02,-1.173624745207e+02,1.170824645113e+02,9.893128517657e-01,-1.335664651461,9.893398908538e-01,-1.335494486656
1150,20538,3760620117.187500,-1.171275991314e+02,-1.171275991314e+02,-1.273882141269e+02,-1.113565256026e+02,-1.170159929949e+02,-1.174480502140e+02,-1.170047035295e+02,-1.174661911575e+02,9.892950456628e-01,-1.345761359132,9.893208601411e-01,-1.345592518153
1151,20539,3760803222.656250,-1.171275991314e+02,2.732977313066e+02,-1.007802068309e+02,2.865544144916e+02,-1.179613800314e+02,2.732649749753e+02,-1.179986258472e+02,2.732580392277e+02,9.892775322043e-01,-1.355857825907,9.893021072220e-01,-1.355690311045
1152,20540,3760986328.125000,-1.952126652190e+02,-1.952126652190e+02,-2.122420125378e+02,-1.857884993454e+02,-1.947670372119e+02,-1.960935633473e+02,-1.947482062944e+02,-1.961227586451e+02,9.892603158287e-01,-1.365954055968,9.892836365860e-01,-1.365787869274
1153,20541,3761169433.593750,3.904253304380e+01,-1.952126652190e+02,2.630112924392e+01,-2.016080876697e+02,3.956064360448e+01,-1.952446552452e+02,3.958536805003e+01,-1.952448594479e+02,9.892434009670e-01,-1.376050053522,9.892654527179e-01,-1.375885196808
1154,20542,3761352539.062500,3.904253304380e+01,-3.904253304380e+01,3.700717914699e+01,-4.251171190432e+01,3.910837425360e+01,-3.899038527795e+01,3.911400898816e+01,-3.898663840233e+01,9.892267920429e-01,-1.386145822802,9.892475600982e-01,-1.385982297640
1155,20543,3761535644.531250,3.904253304380e+01,-2.732977313066e+02,2.007887249822e+01,-2.809633344202e+02,3.916753273202e+01,-2.731912121765e+02,3.920087377889e+01,-2.731928563640e+02,9.892104934709e-01,-1.396241368068,9.892299632010e-01,-1.396079175789
1156,20544,3761718750.000000,-2.732977313066e+02,-2.732977313066e+02,-2.980424052041e+02,-2.579446955615e+02,-2.732136448179e+02,-2.729380357070e+02,-2.731875377242e+02,-2.729760350534e+02,9.891945096560e-01,-1.406336693605,9.892126664938e-01,-1.406175835303
1157,20545,3761901855.468750,1.171275991314e+02,1.952126652190e+02,1.336704126230e+02,1.896911523241e+02,1.172693447153e+02,1.947807420716e+02,1.172491318593e+02,1.947983182948e+02,9.891788449918e-01,-1.416431803725,9.891956744356e-01,-1.416272280251
1158,20546,3762084960.937500,-2.732977313066e+02,-3.904253304380e+01,-2.807212550655e+02,-1.896445392091e+01,-2.729694065920e+02,-3.841508838800e+01,-2.729701921513e+02,-3.844712507166e+01,9.891635038606e-01,-1.426526702765,9.891789914768e-01,-1.426368514733
1159,20547,3762268066.406250,-2.732977313066e+02,-3.904253304380e+01,-2.807795413710e+02,-1.882590390083e+01,-2.730153799134e+02,-3.840182063361e+01,-2.730158455615e+02,-3.843344065126e+01,9.891484906312e-01,-1.436621395089,9.891626220576e-01,-1.436464542872
1160,20548,3762451171.875000,2.732977313066e+02,2.732977313066e+02,2.988409585824e+02,2.568334936381e+02,2.735823712966e+02,2.723668538377e+02,2.735563196551e+02,2.724019197994e+02,9.891338096589e-01,-1.446715885086,9.891465706071e-01,-1.446560368818
1161,20549,3762634277.343750,-1.171275991314e+02,2.732977313066e+02,-9.794144189458e+01,2.869381255424e+02,-1.163806084283e+02,2.732867456604e+02,-1.164125723355e+02,2.732779319473e+02,9.891194652839e-01,-1.456810177171,9.891308415425e-01,-1.456655996746
1162,20550,3762817382.812500,1.171275991314e+02,-1.171275991314e+02,1.099802026377e+02,-1.282303405167e+02,1.167493109689e+02,-1.173033649923e+02,1.167637000255e+02,-1.172921841274e+02,9.891054618302e-01,-1.466904275783,9.891154392673e-01,-1.466751430856
1163,20551,3763000488.281250,-1.952126652190e+02,1.952126652190e+02,-1.832241197924e+02,2.138468740358e+02,-1.945995343268e+02,1.955504444397e+02,-1.946229791413e+02,1.955317919659e+02,9.890918036056e-01,-1.476998185389,9.891003681718e-01,-1.476846675375
1164,20552,3763183593.750000,-2.732977313066e+02,-2.732977313066e+02,-2.995514348656e+02,-2.564003009584e+02,-2.738186386919e+02,-2.724561364515e+02,-2.737924968769e+02,-2.724882019432e+02,9.890784948987e-01,-1.487091910479,9.890856326303e-01,-1.486941734555
1165,20553,3763366699.218750,2.732977313066e+02,-2.732977313066e+02,2.562867331230e+02,-2.997172068998e+02,2.724730660549e+02,-2.738667059057e+02,2.725043705835e+02,-2.738405314878e+02,9.890655399798e-01,-1.497185455568,9.890712370013e-01,-1.497036612674
1166,20554,3763549804.687500,-1.952126652190e+02,3.904253304380e+01,-1.954692960043e+02,5.532895580736e+01,-1.950428661661e+02,3.953774360931e+01,-1.950484657655e+02,3.951778449214e+01,9.890529430994e-01,-1.507278825196,9.890571856262e-01,-1.507131314033
1167,20555,3763732910.156250,3.904253304380e+01,3.904253304380e+01,4.286409045530e+01,3.657989917766e+01,3.913757176968e+01,3.892962125393e+01,3.913382140673e+01,3.893387437075e+01,9.890407084866e-01,-1.517372023929,9.890434828280e-01,-1.517225842960
1168,20556,3763916015.625000,1.952126652190e+02,-3.904253304380e+01,1.954664063298e+02,-5.553600221729e+01,1.950852255124e+02,-3.956918658990e+01,1.950901404371e+02,-3.954963017252e+01,9.890288403483e-01,-1.527465056356,9.890301329105e-01,-1.527320203808
1169,20557,3764099121.093750,-1.952126652190e+02,-1.171275991314e+02,-2.080353424601e+02,-1.033868770289e+02,-1.953778363399e+02,-1.166814839712e+02,-1.953668025021e+02,-1.167013608550e+02,9.890173428689e-01,-1.537557927091,9.890171401575e-01,-1.537414400952
1170,20558,3764282226.562500,2.732977313066e+02,3.904253304380e+01,2.809775142061e+02,1.787658951268e+01,2.730544997558e+02,3.879119170086e+01,2.730511239995e+02,3.881815362238e+01,9.890062202084e-01,-1.547650640771,9.890045088312e-01,-1.547508438796
1171,20559,3764465332.031250,-1.952126652190e+02,1.171275991314e+02,-1.891199006692e+02,1.344267294578e+02,-1.949554298700e+02,1.168408123774e+02,-1.949668017158e+02,1.168218789390e+02,9.889954765020e-01,-1.557743202058,9.889922431722e-01,-1.557602321765
1172,20560,3764648437.500000,1.171275991314e+02,1.171275991314e+02,1.280934990905e+02,1.098151964532e+02,1.166582262878e+02,1.170735584114e+02,1.166468360165e+02,1.170845678329e+02,9.889851158585e-01,-1.567835615637,9.889803473970e-01,-1.567696054309
1173,20561,3764831542.968750,-3.904253304380e+01,1.952126652190e+02,-2.457383916843e+01,2.011608955806e+02,-3.952570173196e+01,1.945368270262e+02,-3.954396702589e+01,1.945325032418e+02,9.889751423605e-01,-1.577927886216,9.889688256988e-01,-1.577789640902
1174,20562,3765014648.437500,1.952126652190e+02,-2.732977313066e+02,1.772060248648e+02,-2.921804349607e+02,1.957145585717e+02,-2.715464558033e+02,1.957389595682e+02,-2.715269697753e+02,9.889655600616e-01,-1.588020018527,9.889576822448e-01,-1.587883086043
1175,20563,3765197753.906250,1.952126652190e+02,1.952126652190e+02,2.130964514853e+02,1.832686083684e+02,1.937664093084e+02,1.955784540257e+02,1.937472448041e+02,1.955950402701e+02,9.889563729875e-01,-1.598112017324,9.889469211766e-01,-1.597976394253
1176,20564,3765380859.375000,1.171275991314e+02,-2.732977313066e+02,9.807815454516e+01,-2.865857379041e+02,1.182509828270e+02,-2.721175072454e+02,1.182746953893e+02,-2.721046797448e+02,9.889475851332e-01,-1.608203887385,9.889365466084e-01,-1.608069570078
1177,20565,3765563964.843750,-2.732977313066e+02,-3.904253304380e+01,-2.807876237402e+02,-1.875551040944e+01,-2.726613637748e+02,-4.046642937169e+01,-2.726551862515e+02,-4.049037306121e+01,9.889392004633e-01,-1.618295633509,9.889265626261e-01,-1.618162618087
1178,20566,3765747070.312500,-3.904253304380e+01,3.904253304380e+01,-3.671623033375e+01,4.270339555550e+01,-3.923319249392e+01,3.877810803380e+01,-3.923616766498e+01,3.877423115031e+01,9.889312229100e-01,-1.628387260517,9.889169732863e-01,-1.628255542869
1179,20567,3765930175.781250,1.952126652190e+02,3.904253304380e+01,2.016684269493e+02,2.474831629406e+01,1.949039184905e+02,4.024456507490e+01,1.948979607437e+02,4.026093102266e+01,9.889236563736e-01,-1.638478773254,9.889077826164e-01,-1.638348349041
1180,20568,3766113281.250000,1.952126652190e+02,3.904253304380e+01,2.017421578842e+02,2.445794966340e+01,1.949801387365e+02,4.005201097872e+01,1.949739263199e+02,4.006806529508e+01,9.889165047197e-01,-1.648570176584,9.888989946115e-01,-1.648441041239
1181,20569,3766296386.718750,-2.732977313066e+02,2.732977313066e+02,-2.560490383911e+02,3.001274263381e+02,-2.741379301672e+02,2.723328384927e+02,-2.741564129831e+02,2.723054551107e+02,9.889097717802e-01,-1.658661475392,9.888906132359e-01,-1.658533624120
1182,20570,3766479492.187500,-1.171275991314e+02,-3.904253304380e+01,-1.223899361037e+02,-2.999324907739e+01,-1.170366456564e+02,-3.919492401695e+01,-1.170313343841e+02,-3.920390841367e+01,9.889034613504e-01,-1.668752674587,9.888826424199e-01,-1.668626102368
1183,20571,3766662597.656250,-3.904253304380e+01,-1.171275991314e+02,-4.970615314895e+01,-1.157829672521e+02,-3.908510327643e+01,-1.170623721953e+02,-3.907481693841e+01,-1.170632850536e+02,9.888975771899e-01,-1.678843779097,9.888750860607e-01,-1.678718480683
1184,20572,3766845703.125000,1.171275991314e+02,-1.952126652190e+02,1.019532351749e+02,-2.087505887589e+02,1.166045820233e+02,-1.953993233101e+02,1.166177782323e+02,-1.953858618855e+02,9.888921230201e-01,-1.688934793869,9.888679480198e-01,-1.688810763791
1185,20573,3767028808.593750,-1.952126652190e+02,-1.952126652190e+02,-2.159265740467e+02,-1.809358342113e+02,-1.958493808596e+02,-1.943669565567e+02,-1.958295926771e+02,-1.943779657404e+02,9.888871025245e-01,-1.699025723871,9.888612321237e-01,-1.698902956437
1186,20574,3767211914.062500,1.171275991314e+02,-1.952126652190e+02,1.017416937422e+02,-2.088732363990e+02,1.165783030864e+02,-1.954323865131e+02,1.165906028447e+02,-1.954185515183e+02,9.888825193473e-01,-1.709116574092,9.888549421618e-01,-1.708995063388
1187,20575,3767395019.531250,-2.732977313066e+02,3.904253304380e+01,-2.744733217894e+02,6.375955627321e+01,-2.731654832705e+02,3.939560627714e+01,-2.731613155819e+02,3.937372969601e+01,9.888783770924e-01,-1.719207349538,9.888490818860e-01,-1.719087089429
1188,20576,3767578125.000000,-3.904253304380e+01,-1.952126652190e+02,-5.673780402364e+01,-1.951393811232e+02,-3.905559142979e+01,-1.951747302595e+02,-3.903985197694e+01,-1.951721942230e+02,9.888746793225e-01,-1.729298055236,9.888436550095e-01,-1.729179039369
1189,20577,3767761230.468750,-2.732977313066e+02,-2.732977313066e+02,-3.016384239164e+02,-2.543936124432e+02,-2.729734709924e+02,-2.735915519232e+02,-2.729451580528e+02,-2.736035486393e+02,9.888714295585e-01,-1.739388696230,9.888386652062e-01,-1.739270918034
1190,20578,3767944335.937500,-2.732977313066e+02,-2.732977313066e+02,-3.014731297001e+02,-2.546642193487e+02,-2.726685824138e+02,-2.739605204881e+02,-2.726401101129e+02,-2.739716587232e+02,9.888686312786e-01,-1.749479277585,9.888341161096e-01,-1.749362730271
1191,20579,3768127441.406250,1.952126652190e+02,2.732977313066e+02,2.220278349024e+02,2.613808897365e+02,1.944585001266e+02,2.738898065628e+02,1.944324928196e+02,2.738945448930e+02,9.888662879168e-01,-1.759569804380,9.888300113119e-01,-1.759454480948
1192,20580,3768310546.875000,-2.732977313066e+02,-2.732977313066e+02,-3.015670820602e+02,-2.546267989487e+02,-2.725219223353e+02,-2.741698664239e+02,-2.724931435373e+02,-2.741793340424e+02,9.888644028634e-01,-1.769660281714,9.888263543637e-01,-1.769546174948
1193,20581,3768493652.343750,2.732977313066e+02,2.732977313066e+02,3.016521131486e+02,2.545562048329e+02,2.724902819633e+02,2.742273732192e+02,2.724613451040e+02,2.742360085567e+02,9.888629794619e-01,-1.779750714704,9.888231487714e-01,-1.779637817176
1194,20582,3768676757.812500,-1.952126652190e+02,-3.904253304380e+01,-2.020260787236e+02,-2.285464187096e+01,-1.951351821974e+02,-3.970536499659e+01,-1.951249401574e+02,-3.971702295914e+01,9.888620210110e-01,-1.789841108482,9.888203979991e-01,-1.789729412554
1195,20583,3768859863.281250,3.904253304380e+01,-1.171275991314e+02,2.957253438937e+01,-1.225798840870e+02,3.946546733305e+01,-1.170282054169e+02,3.947163926974e+01,-1.170208389141e+02,9.888615307616e-01,-1.799931468197,9.888181054651e-01,-1.799820966022
1196,20584,3769042968.750000,2.732977313066e+02,-2.732977313066e+02,2.542873131705e+02,-3.019286457994e+02,2.743470328255e+02,-2.724219691974e+02,2.743531705763e+02,-2.723925326590e+02,9.888615119169e-01,-1.810021799015,9.888162745428e-01,-1.809912482539
1197,20585,3769226074.218750,-3.904253304380e+01,-1.171275991314e+02,-5.003378506188e+01,-1.157218556738e+02,-3.868948277565e+01,-1.172648599199e+02,-3.868026461795e+01,-1.172621508157e+02,9.888619676309e-01,-1.820112106115,9.888149085585e-01,-1.820003967080
1198,20586,3769409179.687500,1.171275991314e+02,-3.904253304380e+01,1.156574519479e+02,-5.012892662042e+01,1.172274679535e+02,-3.873654086921e+01,1.172245005558e+02,-3.872739018854e+01,9.888629010089e-01,-1.830202394693,9.888140107923e-01,-1.830095424636
1199,20587,3769592285.156250,-1.171275991314e+02,-1.952126652190e+02,-1.366403755835e+02,-1.879777499677e+02,-1.166865082469e+02,-1.954287707894e+02,-1.166688649522e+02,-1.954265971617e+02,9.888643151050e-01,-1.840292669962,9.888135844752e-01,-1.840186860216
1200,20588,3769775390.625000,1.171275991314e+02,1.952126652190e+02,1.367855359641e+02,1.878235476916e+02,1.167562569406e+02,1.953427890996e+02,1.167386252667e+02,1.953401222862e+02,9.888662129229e-01,-1.850382937145,9.888136327902e-01,-1.850278278846
1201,20589,3769958496.093750,-1.171275991314e+02,-1.171275991314e+02,-1.297749450420e+02,-1.083081908927e+02,-1.169225142286e+02,-1.172120320255e+02,-1.169095164832e+02,-1.172129110587e+02,9.888685974140e-01,-1.860473201481,9.888141588703e-01,-1.860369685565
1202,20590,3770141601.562500,-2.732977313066e+02,-3.904253304380e+01,-2.813661732722e+02,-1.432546703332e+01,-2.731441479375e+02,-3.917948663575e+01,-2.731272348725e+02,-3.919328007611e+01,9.888714714775e-01,-1.870563468224,9.888151657983e-01,-1.870461085431
1203,20591,3770324707.031250,1.171275991314e+02,1.171275991314e+02,1.300363580694e+02,1.080261055533e+02,1.171007110075e+02,1.170637310366e+02,1.170875375780e+02,1.170639173124e+02,9.888748379587e-01,-1.880653742639,9.888166566055e-01,-1.880552483512
1204,20592,3770507812.500000,-1.171275991314e+02,1.952126652190e+02,-1.004539981961e+02,2.095266190341e+02,-1.169202392077e+02,1.952589451849e+02,-1.169244485622e+02,1.952412045947e+02,9.888786996493e-01,-1.890744030004,9.888186342717e-01,-1.890643884896
1205,20593,3770690917.968750,1.171275991314e+02,1.952126652190e+02,1.378346605883e+02,1.870927415978e+02,1.174190205858e+02,1.949843905673e+02,1.174013749636e+02,1.949792640571e+02,9.888830592860e-01,-1.900834335610,9.888211017237e-01,-1.900735294681
1206,20594,3770874023.437500,-3.904253304380e+01,-3.904253304380e+01,-4.348290661879e+01,-3.586641261000e+01,-3.912973503535e+01,-3.894688584095e+01,-3.912524907768e+01,-3.894660255326e+01,9.888879195496e-01,-1.910924664759,9.888240618348e-01,-1.910826717982
1207,20595,3771057128.906250,-3.904253304380e+01,1.952126652190e+02,-2.038259186107e+01,2.022084026630e+02,-3.842491070163e+01,1.953162937624e+02,-3.843275519354e+01,1.953019411654e+02,9.888932830653e-01,-1.921015022765,9.888275174245e-01,-1.920918159924
1208,20596,3771240234.375000,-2.732977313066e+02,2.732977313066e+02,-2.502161780332e+02,3.049924601592e+02,-2.721002831146e+02,2.743470989588e+02,-2.720967036119e+02,2.743152338773e+02,9.888991524005e-01,-1.931105414953,9.888314712569e-01,-1.931009625648
1209,20597,3771423339.843750,1.171275991314e+02,3.904253304380e+01,1.229034373770e+02,2.774234971736e+01,1.172737681635e+02,3.843057888161e+01,1.172639710194e+02,3.843391580591e+01,9.889055300659e-01,-1.941195846657,9.888359260410e-01,-1.941101120305
1210,20598,3771606445.312500,-2.732977313066e+02,-1.171275991314e+02,-2.894968488306e+02,-9.073947764201e+01,-2.738365561613e+02,-1.154038545592e+02,-2.738119745139e+02,-1.154094084887e+02,9.889124185130e-01,-1.951286323222,9.888408844290e-01,-1.951192649061
1211,20599,3771789550.781250,-1.171275991314e+02,1.171275991314e+02,-1.066271960796e+02,1.310931022243e+02,-1.162140043202e+02,1.178556210564e+02,-1.162114528232e+02,1.178416495795e+02,9.889198201355e-01,-1.961376850002,9.888463490170e-01,-1.961284217089
