subcarrier_index,fft_bin,freq_hz,reference_i,reference_q,after_l1_08_equalized_i,after_l1_08_equalized_q,after_l1_08_plus_l1_09_equalized_i,after_l1_08_plus_l1_09_equalized_q,allpass_abs,allpass_phase_rad
1363,20751,3799621582.031250,-3.904253304380e+01,-2.732977313066e+02,-8.248206179491e+01,-2.663901196499e+02,-4.380389810157e+01,-2.689972868166e+02,1.000000000000e+00,1.844719643056
1364,20752,3799804687.500000,-1.171275991314e+02,1.171275991314e+02,-9.811198683107e+01,1.356087961219e+02,-1.208420521770e+02,1.235723018795e+02,1.000000000000e+00,1.838429079524
1365,20753,3799987792.968750,3.904253304380e+01,-1.171275991314e+02,2.012484924042e+01,-1.231672150745e+02,3.508680287188e+01,-1.125685707944e+02,1.000000000000e+00,1.832137954220
1366,20754,3800170898.437500,-1.171275991314e+02,1.952126652190e+02,-8.555247444027e+01,2.136107217665e+02,-1.206414164508e+02,2.020193739789e+02,1.000000000000e+00,1.825846269016
1367,20755,3800354003.906250,1.952126652190e+02,2.732977313066e+02,2.385627519810e+02,2.414696496437e+02,1.934157885750e+02,2.793707386517e+02,1.000000000000e+00,1.819554025790
1368,20756,3800537109.375000,2.732977313066e+02,-3.904253304380e+01,2.664812341754e+02,-8.260948555571e+01,2.708708334656e+02,-3.467530187598e+01,1.000000000000e+00,1.813261226423
1369,20757,3800720214.843750,1.171275991314e+02,-1.952126652190e+02,8.577398022114e+01,-2.134519920283e+02,1.136062223196e+02,-1.911702466460e+02,1.000000000000e+00,1.806967872799
1370,20758,3800903320.312500,3.904253304380e+01,3.904253304380e+01,4.516167064157e+01,3.275235847762e+01,3.552224996181e+01,4.438805472188e+01,1.000000000000e+00,1.800673966804
1371,20759,3801086425.781250,1.171275991314e+02,-2.732977313066e+02,7.324745369038e+01,-2.913250766501e+02,1.134745728934e+02,-2.696093845655e+02,1.000000000000e+00,1.794379510330
1372,20760,3801269531.250000,-3.904253304380e+01,-3.904253304380e+01,-4.522788723871e+01,-3.263625490813e+01,-4.314694785537e+01,-3.396230764180e+01,1.000000000000e+00,1.788084505268
1373,20761,3801452636.718750,1.952126652190e+02,-1.952126652190e+02,1.627608812957e+02,-2.263935324903e+02,1.913711931143e+02,-1.918579564803e+02,1.000000000000e+00,1.781788953513
1374,20762,3801635742.187500,-3.904253304380e+01,2.732977313066e+02,6.116030829279e+00,2.787215430341e+02,-4.141928340953e+01,2.797908627815e+02,1.000000000000e+00,1.775492856960
1375,20763,3801818847.656250,3.904253304380e+01,2.732977313066e+02,8.436815613861e+01,2.656747863616e+02,3.737900880696e+01,2.791910768741e+02,1.000000000000e+00,1.769196217509
1376,20764,3802001953.125000,3.904253304380e+01,1.952126652190e+02,7.168795932150e+01,1.877608827217e+02,3.705073423272e+01,2.006635352723e+02,1.000000000000e+00,1.762899037056
1377,20765,3802185058.593750,-1.952126652190e+02,3.904253304380e+01,-1.877946042878e+02,7.165268947053e+01,-1.996031682339e+02,4.583955337812e+01,1.000000000000e+00,1.756601317503
1378,20766,3802368164.062500,-1.171275991314e+02,2.732977313066e+02,-7.078715478001e+01,2.917726704284e+02,-1.193884396551e+02,2.803344209339e+02,1.000000000000e+00,1.750303060749
1379,20767,3802551269.531250,-2.732977313066e+02,1.171275991314e+02,-2.525423362421e+02,1.624237302211e+02,-2.775642161995e+02,1.245918348150e+02,1.000000000000e+00,1.744004268694
1380,20768,3802734375.000000,-1.171275991314e+02,1.952126652190e+02,-8.399558316709e+01,2.140247416854e+02,-1.202711274141e+02,2.017797490797e+02,1.000000000000e+00,1.737704943238
1381,20769,3802917480.468750,2.732977313066e+02,2.732977313066e+02,3.179041987940e+02,2.265659919418e+02,2.722843876903e+02,2.776305893920e+02,1.000000000000e+00,1.731405086281
1382,20770,3803100585.937500,1.171275991314e+02,1.952126652190e+02,1.492317671008e+02,1.749143142623e+02,1.147681228567e+02,2.002247593424e+02,1.000000000000e+00,1.725104699721
1383,20771,3803283691.406250,3.904253304380e+01,2.732977313066e+02,8.436516908166e+01,2.656980863414e+02,3.659302558009e+01,2.790568433084e+02,1.000000000000e+00,1.718803785457
1384,20772,3803466796.875000,-1.171275991314e+02,1.171275991314e+02,-9.719330036492e+01,1.360858778705e+02,-1.211307622374e+02,1.229125168549e+02,1.000000000000e+00,1.712502345385
1385,20773,3803649902.343750,-1.952126652190e+02,-1.952126652190e+02,-2.267085993392e+02,-1.620382487968e+02,-2.008291218335e+02,-1.904546512828e+02,1.000000000000e+00,1.706200381398
1386,20774,3803833007.812500,-2.732977313066e+02,-2.732977313066e+02,-3.172503537842e+02,-2.269226568693e+02,-2.793212650847e+02,-2.686837722748e+02,1.000000000000e+00,1.699897895389
1387,20775,3804016113.281250,2.732977313066e+02,-1.952126652190e+02,2.398476990786e+02,-2.394083225638e+02,2.695849372268e+02,-1.919858554276e+02,1.000000000000e+00,1.693594889249
1388,20776,3804199218.750000,3.904253304380e+01,1.952126652190e+02,7.121118824403e+01,1.878394559819e+02,3.567461849100e+01,2.004274822286e+02,1.000000000000e+00,1.687291364863
1389,20777,3804382324.218750,-2.732977313066e+02,2.732977313066e+02,-2.265217618110e+02,3.175066658178e+02,-2.774290639262e+02,2.799232485196e+02,1.000000000000e+00,1.680987324117
1390,20778,3804565429.687500,2.732977313066e+02,1.952126652190e+02,3.046351223122e+02,1.485864598824e+02,2.709383778289e+02,1.993642724305e+02,1.000000000000e+00,1.674682768891
1391,20779,3804748535.156250,1.952126652190e+02,-1.952126652190e+02,1.614834706346e+02,-2.270538154186e+02,1.908244400527e+02,-1.922978094243e+02,1.000000000000e+00,1.668377701062
1392,20780,3804931640.625000,1.952126652190e+02,3.904253304380e+01,2.008409627881e+02,5.920522981852e+00,1.919298452756e+02,4.270846001210e+01,1.000000000000e+00,1.662072122502
