freq_hz,h1_effective_abs_db,h1_effective_phase_rad,h1_effective_group_delay_ns,plan_c_effective_abs_db,plan_c_effective_phase_rad,plan_c_effective_group_delay_ns
3705688476.562500,8.972523767932e-03,-4.051063428921e+00,8.583967752521e-01,3.630237809661e-02,-3.609103827026e+00,1.430870391948e+00
3705871582.031250,8.852550347512e-03,-4.052051002042e+00,9.642485518363e-01,3.511702465399e-02,-3.610835837253e+00,1.849364468331e+00
3706054687.500000,8.916706394653e-03,-4.053282137051e+00,1.318662982357e+00,3.615084045804e-02,-3.613359161372e+00,2.251772826774e+00
3706237792.968750,9.413222767822e-03,-4.055085207563e+00,1.567225636293e+00,3.977145970324e-02,-3.616017101635e+00,2.352088005730e+00
3706420898.437500,9.909710759971e-03,-4.056888278075e+00,1.567225636293e+00,3.590333781644e-02,-3.618771248091e+00,2.120019919123e+00
3706604003.906250,1.040617037434e-02,-4.058691348588e+00,1.567225636293e+00,3.126347413747e-02,-3.620895206374e+00,2.431365503662e+00
3706787109.375000,1.090260161417e-02,-4.060494419100e+00,1.567225636293e+00,3.644321996887e-02,-3.624365750047e+00,2.603658063733e+00
3706970214.843750,1.139900448272e-02,-4.062297489612e+00,1.528524278050e+00,3.609478098186e-02,-3.626886148546e+00,2.161643177906e+00
3707153320.312500,1.388416624985e-02,-4.064011509414e+00,1.482304503082e+00,4.227170678832e-02,-3.629339628705e+00,2.253519666533e+00
3707336425.781250,1.675481064456e-02,-4.065708229556e+00,1.474786086355e+00,4.413038551994e-02,-3.632071432357e+00,2.456643738314e+00
3707519531.250000,1.962450661867e-02,-4.067404949698e+00,1.474786086352e+00,4.767539571651e-02,-3.634992295151e+00,2.650144654804e+00
3707702636.718750,2.249325479865e-02,-4.069101669840e+00,1.474786086352e+00,5.223391694368e-02,-3.638169338835e+00,2.246476787628e+00
3707885742.187500,2.536105581036e-02,-4.070798389982e+00,1.564220042772e+00,5.478256415128e-02,-3.640161373500e+00,2.150400037558e+00
3708068847.656250,2.721968731301e-02,-4.072700895081e+00,1.802076309845e+00,5.520736486153e-02,-3.643117347351e+00,2.589842273378e+00
3708251953.125000,2.740479979292e-02,-4.074944915639e+00,1.950498620501e+00,5.656344238336e-02,-3.646120525936e+00,2.744713597435e+00
3708435058.593750,2.758990832783e-02,-4.077188936197e+00,1.950498620501e+00,5.185620305459e-02,-3.649432854241e+00,2.804423470149e+00
3708618164.062500,2.777501291789e-02,-4.079432956755e+00,1.950498620498e+00,5.534443835081e-02,-3.652573423523e+00,2.459165432017e+00
3708801269.531250,2.796011356329e-02,-4.081676977313e+00,1.950498620501e+00,5.334798723610e-02,-3.655091323031e+00,2.804224871863e+00
3708984375.000000,2.814521026418e-02,-4.083920997871e+00,2.068407889628e+00,5.622869986020e-02,-3.659025864140e+00,3.095399403662e+00
3709167480.468750,2.744555804751e-02,-4.086436324259e+00,2.197317440419e+00,5.464244074532e-02,-3.662213747855e+00,2.866326344107e+00
3709350585.937500,2.666329641769e-02,-4.088976961979e+00,2.208317722086e+00,5.334756240500e-02,-3.665621198456e+00,3.151496041097e+00
3709533691.406250,2.588096433011e-02,-4.091517599698e+00,2.208317722086e+00,5.102093152215e-02,-3.669465249426e+00,4.027996725500e+00
3709716796.875000,2.509856177208e-02,-4.094058237417e+00,2.208317722086e+00,4.624028499698e-02,-3.674889502842e+00,2.980126695770e+00
3709899902.343750,2.431608873089e-02,-4.096598875137e+00,2.022803622906e+00,5.045899999137e-02,-3.676322435071e+00,1.661176234367e+00
3710083007.812500,2.381785901852e-02,-4.098712650260e+00,1.613581345304e+00,5.013791907445e-02,-3.678711821485e+00,2.237917858915e+00
3710266113.281250,2.366245703901e-02,-4.100311679312e+00,1.389873166883e+00,5.012621087078e-02,-3.681471819571e+00,2.409288475673e+00
3710449218.750000,2.350705227910e-02,-4.101910708364e+00,1.389873166883e+00,5.207865743197e-02,-3.684255524836e+00,2.189614715407e+00
3710632324.218750,2.335164473871e-02,-4.103509737415e+00,1.389873166885e+00,5.121351783109e-02,-3.686510059931e+00,2.109417465863e+00
3710815429.687500,2.319623441772e-02,-4.105108766467e+00,1.389873166886e+00,5.253501178516e-02,-3.689109233635e+00,2.381954505966e+00
3710998535.156250,2.304082131603e-02,-4.106707795519e+00,1.301832474257e+00,5.656917105101e-02,-3.691990868605e+00,2.110000243306e+00
3711181640.625000,2.144367143941e-02,-4.108104245474e+00,1.213081776044e+00,5.007341434064e-02,-3.693964283389e+00,1.867985917104e+00
3711364746.093750,1.983459782843e-02,-4.109499061727e+00,1.212371770460e+00,4.695777852319e-02,-3.696289050369e+00,2.144186924520e+00
3711547851.562500,1.822522607902e-02,-4.110893877979e+00,1.212371770463e+00,4.291912077318e-02,-3.698897995711e+00,2.050767095522e+00
3711730957.031250,1.661555608066e-02,-4.112288694232e+00,1.212371770463e+00,4.133497105278e-02,-3.701007806356e+00,1.787410072071e+00
3711914062.500000,1.500558772278e-02,-4.113683510485e+00,1.460816345605e+00,3.844965786640e-02,-3.703010774777e+00,2.308070725138e+00
3712097167.968750,1.673468581571e-02,-4.115649990545e+00,1.928990796249e+00,4.087923169838e-02,-3.706318610580e+00,2.984232265838e+00
3712280273.437500,2.141519102467e-02,-4.118122062717e+00,2.148720671754e+00,4.524586633115e-02,-3.709877407220e+00,2.894189411638e+00
3712463378.906250,2.609317544050e-02,-4.120594134889e+00,2.148720671754e+00,5.421864128071e-02,-3.712978057011e+00,2.801382571515e+00
3712646484.375000,3.076864177700e-02,-4.123066207060e+00,2.148720671753e+00,5.727462517193e-02,-3.716323307787e+00,2.915578381171e+00
3712829589.843750,3.544159274358e-02,-4.125538279232e+00,2.122931593178e+00,6.382360913509e-02,-3.719686718845e+00,3.024898435776e+00
3713012695.312500,3.964423905687e-02,-4.127951011477e+00,1.750973729094e+00,6.524746496349e-02,-3.723283511915e+00,2.926457156876e+00
3713195800.781250,3.756624333003e-02,-4.129567219323e+00,1.404804943588e+00,4.923690083310e-02,-3.726420412428e+00,2.054972804539e+00
3713378906.250000,3.548775034848e-02,-4.131183427169e+00,1.404804943588e+00,6.219669433917e-02,-3.728011945118e+00,1.992951945449e+00
3713562011.718750,3.340875987418e-02,-4.132799635014e+00,1.404804943588e+00,5.635311196034e-02,-3.731006137421e+00,2.155892740678e+00
3713745117.187500,3.132927166891e-02,-4.134415842860e+00,1.404804943588e+00,5.879483675815e-02,-3.732972592185e+00,2.068083287542e+00
3713928222.656250,2.924928549430e-02,-4.136032050706e+00,1.914198377997e+00,5.217221463913e-02,-3.735764737467e+00,2.736710058193e+00
3714111328.125000,2.924328954553e-02,-4.138820358164e+00,2.752016526695e+00,5.465843557002e-02,-3.739269683162e+00,3.341470695563e+00
3714294433.593750,3.057453098735e-02,-4.142364361425e+00,3.080441240984e+00,5.657638606799e-02,-3.743453365243e+00,3.917063958014e+00
3714477539.062500,3.190556842794e-02,-4.145908364687e+00,3.080441240987e+00,5.520283768962e-02,-3.748282734447e+00,4.043196844641e+00
3714660644.531250,3.323640192980e-02,-4.149452367948e+00,3.080441240987e+00,5.602269545567e-02,-3.752756644664e+00,3.926243382732e+00
3714843750.000000,3.456703155543e-02,-4.152996371210e+00,2.930967098631e+00,6.085929242252e-02,-3.757316907324e+00,3.620353539565e+00
3715026855.468750,3.635299226880e-02,-4.156196438777e+00,1.911825218925e+00,6.311032954677e-02,-3.761086973827e+00,2.630717498688e+00
3715209960.937500,4.078795234210e-02,-4.157395425943e+00,1.042157481573e+00,6.735110312306e-02,-3.763370112476e+00,1.997752682209e+00
3715393066.406250,4.522064910854e-02,-4.158594413109e+00,1.042157481576e+00,7.327529143498e-02,-3.765683745177e+00,1.761862823315e+00
3715576171.875000,4.965108487701e-02,-4.159793400275e+00,1.042157481576e+00,7.571654504707e-02,-3.767424108058e+00,1.870661391288e+00
3715759277.343750,5.407926195290e-02,-4.160992387441e+00,1.042157481574e+00,7.678234402476e-02,-3.769988083130e+00,1.334242952659e+00
3715942382.812500,5.850518263806e-02,-4.162191374607e+00,1.097356541527e+00,6.779604245709e-02,-3.770494162642e+00,1.423047577496e+00
3716125488.281250,5.674398421978e-02,-4.163517373219e+00,1.177899916942e+00,8.213770183928e-02,-3.773262474596e+00,2.624738197271e+00
3716308593.750000,5.214063286636e-02,-4.164901688371e+00,1.203244232405e+00,6.527553617176e-02,-3.776533609594e+00,2.265907996229e+00
3716491699.218750,4.753484053318e-02,-4.166286003523e+00,1.203244232405e+00,7.066150851137e-02,-3.778476263596e+00,2.068446356337e+00
3716674804.687500,4.292660463014e-02,-4.167670318675e+00,1.203244232405e+00,6.722720049634e-02,-3.781293045051e+00,1.998156730283e+00
3716857910.156250,3.831592256303e-02,-4.169054633826e+00,1.316877119752e+00,6.580195137020e-02,-3.783073964649e+00,1.706999449880e+00
3717041015.625000,3.490138424221e-02,-4.170700414977e+00,1.824166795397e+00,5.863703840083e-02,-3.785220801592e+00,2.557808184041e+00
3717224121.093750,3.563812386349e-02,-4.173251989053e+00,2.217823583696e+00,5.776719404955e-02,-3.788959407569e+00,3.222559690104e+00
3717407226.562500,3.637480099960e-02,-4.175803563130e+00,2.217823583696e+00,6.122176408390e-02,-3.792635818571e+00,3.037747557543e+00
3717590332.031250,3.711141566115e-02,-4.178355137206e+00,2.217823583696e+00,6.445248487140e-02,-3.795949177157e+00,2.984142324835e+00
3717773437.500000,3.784796785873e-02,-4.180906711282e+00,2.217823583699e+00,6.529977044711e-02,-3.799502244063e+00,2.965290928492e+00
3717956542.968750,3.858445760293e-02,-4.183458285358e+00,2.004657561320e+00,6.446025223180e-02,-3.802772226129e+00,2.678611946661e+00
3718139648.437500,3.759409876083e-02,-4.185519370560e+00,1.725156657854e+00,6.700951847655e-02,-3.805665652960e+00,2.454704319213e+00
3718322753.906250,3.606613912568e-02,-4.187427821112e+00,1.658821776767e+00,6.224236910234e-02,-3.808420430027e+00,2.377873079828e+00
3718505859.375000,3.453791065549e-02,-4.189336271664e+00,1.658821776764e+00,5.876118230339e-02,-3.811137070390e+00,2.432629735802e+00
3718688964.843750,3.300941325566e-02,-4.191244722216e+00,1.658821776764e+00,5.678936665517e-02,-3.814017840945e+00,2.260480967058e+00
3718872070.312500,3.148064683150e-02,-4.193153172768e+00,1.634759810479e+00,5.594425879753e-02,-3.816338371953e+00,2.413159949504e+00
3719055175.781250,3.062444365900e-02,-4.195006257429e+00,1.554908152447e+00,5.276031664271e-02,-3.819570452446e+00,2.669658397147e+00
3719238281.250000,3.132812777724e-02,-4.196730971618e+00,1.499118460702e+00,5.753350340290e-02,-3.822481178990e+00,2.068643055733e+00
3719421386.718750,3.203175489139e-02,-4.198455685806e+00,1.499118460702e+00,5.801869104168e-02,-3.824330340503e+00,2.196627256394e+00
3719604492.187500,3.273532501068e-02,-4.200180399994e+00,1.499118460702e+00,5.873913425876e-02,-3.827535555004e+00,2.419390696243e+00
3719787597.656250,3.343883814435e-02,-4.201905114182e+00,1.499118460702e+00,5.517889437770e-02,-3.829897288773e+00,2.236103570440e+00
3719970703.125000,3.414229430163e-02,-4.203629828370e+00,2.008006216273e+00,5.649890070617e-02,-3.832680764879e+00,2.955641655478e+00
3720153808.593750,3.298280180867e-02,-4.206525478618e+00,2.613824972907e+00,5.816765654600e-02,-3.836698135046e+00,3.679707242313e+00
3720336914.062500,3.146822531356e-02,-4.209644164307e+00,2.710755973970e+00,5.375453819727e-02,-3.841147665201e+00,3.561475444132e+00
3720520019.531250,2.995338467256e-02,-4.212762849996e+00,2.710755973970e+00,5.583253326147e-02,-3.844892987407e+00,3.170083605494e+00
3720703125.000000,2.843827979352e-02,-4.215881535684e+00,2.710755973971e+00,5.088510462300e-02,-3.848441936221e+00,3.152124131004e+00
3720886230.468750,2.692291058425e-02,-4.219000221373e+00,2.372068711189e+00,5.089404149319e-02,-3.852145934194e+00,3.210227715785e+00
3721069335.937500,2.643775109250e-02,-4.221339597430e+00,1.477648122868e+00,5.334719064820e-02,-3.855828577683e+00,2.280754933744e+00
3721252441.406250,2.764324251125e-02,-4.222400247120e+00,9.219147973222e-01,5.382059504445e-02,-3.857393885570e+00,1.806693191649e+00
3721435546.875000,2.884856664627e-02,-4.223460896811e+00,9.219147973191e-01,6.451251271196e-02,-3.859985726651e+00,1.794722324245e+00
3721618652.343750,3.005372354400e-02,-4.224521546501e+00,9.219147973222e-01,5.187371894165e-02,-3.861523489917e+00,1.519779316178e+00
3721801757.812500,3.125871325084e-02,-4.225582196191e+00,9.219147973222e-01,5.484303696567e-02,-3.863482695060e+00,1.830987455920e+00
3721984863.281250,3.246353581316e-02,-4.226642845882e+00,1.427343785124e+00,6.142335765009e-02,-3.865736539288e+00,2.026283053400e+00
3722167968.750000,3.286174223998e-02,-4.228866473107e+00,1.978320152645e+00,6.053118934929e-02,-3.868145113972e+00,2.451507912862e+00
3722351074.218750,3.318725587907e-02,-4.231194903541e+00,2.023867532359e+00,5.638438966400e-02,-3.871377388347e+00,2.674003427299e+00
3722534179.687500,3.351275731962e-02,-4.233523333975e+00,2.023867532359e+00,5.898967859637e-02,-3.874297918799e+00,2.835784141824e+00
3722717285.156250,3.383824656255e-02,-4.235851764409e+00,2.023867532359e+00,6.645006177115e-02,-3.877902445935e+00,3.106289348153e+00
3722900390.625000,3.416372360876e-02,-4.238180194843e+00,1.863637890737e+00,6.314119410177e-02,-3.881445401071e+00,2.493707930247e+00
3723083496.093750,3.696160667397e-02,-4.240139941489e+00,1.512257097707e+00,6.223726730494e-02,-3.883640396019e+00,2.028178546063e+00
3723266601.562500,4.270627084713e-02,-4.241659854844e+00,1.321105946299e+00,7.318999451978e-02,-3.886112181457e+00,2.125330813293e+00
3723449707.031250,4.844713813164e-02,-4.243179768200e+00,1.321105946296e+00,7.534594921145e-02,-3.888530720972e+00,2.378102261776e+00
3723632812.500000,5.418421354323e-02,-4.244699681555e+00,1.321105946296e+00,8.355042716836e-02,-3.891584126229e+00,2.045254760534e+00
3723815917.968750,5.991750208769e-02,-4.246219594910e+00,1.321105946299e+00,8.104770655106e-02,-3.893236793236e+00,1.631531815637e+00
3723999023.437500,6.564700876092e-02,-4.247739508266e+00,1.721579125492e+00,8.894061828637e-02,-3.895338233919e+00,2.451795890647e+00
3724182128.906250,6.559211884939e-02,-4.250180898865e+00,2.124199613956e+00,9.912897419021e-02,-3.898878304924e+00,2.709448761460e+00
3724365234.375000,6.550622274357e-02,-4.252627230362e+00,2.126346923230e+00,9.628994618433e-02,-3.901572597438e+00,3.044941597394e+00
3724548339.843750,6.542032578830e-02,-4.255073561858e+00,2.126346923231e+00,9.082714548087e-02,-3.905884627790e+00,3.876379707174e+00
3724731445.312500,6.533442798356e-02,-4.257519893355e+00,2.126346923228e+00,7.756753255978e-02,-3.910492035434e+00,2.132998969723e+00
3724914550.781250,6.524852932936e-02,-4.259966224851e+00,1.879874916856e+00,9.093817245600e-02,-3.910792596950e+00,1.899032873620e+00
3725097656.250000,6.417046358206e-02,-4.261845431364e+00,1.417739904910e+00,8.686132040254e-02,-3.914861655349e+00,2.902302166225e+00
3725280761.718750,6.222391778248e-02,-4.263228403516e+00,1.202076899334e+00,8.718228008331e-02,-3.917470710595e+00,2.120297493301e+00
3725463867.187500,6.027693565570e-02,-4.264611375667e+00,1.202076899335e+00,8.878954479257e-02,-3.919740398778e+00,1.857267049530e+00
3725646972.656250,5.832951700607e-02,-4.265994347819e+00,1.202076899335e+00,8.847023531125e-02,-3.921744228553e+00,1.762390188646e+00
3725830078.125000,5.638166163781e-02,-4.267377319971e+00,1.246711624645e+00,8.231751939115e-02,-3.923795607814e+00,1.734709423723e+00
3726013183.593750,5.450771154939e-02,-4.268862995340e+00,1.866638365075e+00,8.797687083637e-02,-3.925735744946e+00,2.888512933933e+00
3726196289.062500,5.359169518019e-02,-4.271672401056e+00,2.441930380195e+00,7.984405227615e-02,-3.930441992833e+00,3.354035250108e+00
3726379394.531250,5.267558219747e-02,-4.274481806773e+00,2.441930380198e+00,8.133656664144e-02,-3.933453283399e+00,3.138777367789e+00
3726562500.000000,5.175937258083e-02,-4.277291212489e+00,2.441930380195e+00,8.227871509758e-02,-3.937664229102e+00,3.453672266965e+00
3726745605.468750,5.084306630989e-02,-4.280100618205e+00,2.441930380195e+00,7.956364359013e-02,-3.941400083757e+00,3.444990124057e+00
3726928710.937500,4.992666336424e-02,-4.282910023922e+00,1.981020086517e+00,8.108585949728e-02,-3.945591052099e+00,2.611914664228e+00
3727111816.406250,5.071748257949e-02,-4.284658888335e+00,1.226254321756e+00,8.017092261259e-02,-3.947410024129e+00,1.958578367289e+00
3727294921.875000,5.259646453644e-02,-4.285731599778e+00,9.323988506767e-01,8.496922198789e-02,-3.950097684480e+00,1.685463490662e+00
3727478027.343750,5.447504010904e-02,-4.286804311220e+00,9.323988506767e-01,8.638953541795e-02,-3.951288227049e+00,1.400808898538e+00
3727661132.812500,5.635320947304e-02,-4.287877022663e+00,9.323988506736e-01,8.048986761816e-02,-3.953320905387e+00,1.608283241686e+00
3727844238.281250,5.823097280407e-02,-4.288949734106e+00,9.891593852468e-01,8.768348009094e-02,-3.954988840440e+00,1.572353274802e+00
3728027343.750000,5.960253857098e-02,-4.290153049903e+00,1.369252250692e+00,8.790910770268e-02,-3.956938844960e+00,2.158250975606e+00
3728210449.218750,5.809257459521e-02,-4.292100344075e+00,1.692584581557e+00,8.728223217192e-02,-3.959954913738e+00,2.559156013452e+00
3728393554.687500,5.658234808012e-02,-4.294047638248e+00,1.692584581557e+00,8.694725686377e-02,-3.962827389196e+00,2.144678388545e+00
3728576660.156250,5.507185893438e-02,-4.295994932420e+00,1.692584581557e+00,8.642706861446e-02,-3.964889756905e+00,2.360322192344e+00
3728759765.625000,5.356110706664e-02,-4.297942226593e+00,1.692584581557e+00,7.965829149674e-02,-3.968258422541e+00,2.699261336925e+00
3728942871.093750,5.205009238549e-02,-4.299889520765e+00,2.148119504825e+00,8.280544657387e-02,-3.971100679453e+00,2.597598689787e+00
3729125976.562500,5.195918085950e-02,-4.302884987668e+00,2.810234218876e+00,8.064192818408e-02,-3.974235422268e+00,3.528680309873e+00
3729309082.031250,5.251231807500e-02,-4.306355788717e+00,3.016814009663e+00,7.954637318065e-02,-3.979220071156e+00,3.964307771953e+00
3729492187.500000,5.306542006772e-02,-4.309826589766e+00,3.016814009663e+00,8.273660500044e-02,-3.983357180207e+00,3.654391102369e+00
3729675292.968750,5.361848684212e-02,-4.313297390814e+00,3.016814009663e+00,9.039163450650e-02,-3.987628719770e+00,3.712392048921e+00
3729858398.437500,5.417151840270e-02,-4.316768191863e+00,2.775110623134e+00,8.443270345333e-02,-3.991899287327e+00,3.434635580276e+00
3730041503.906250,5.447256352725e-02,-4.319682840384e+00,1.708772153164e+00,8.052209139065e-02,-3.995531717260e+00,2.563098669075e+00
3730224609.375000,5.391397470373e-02,-4.320700027344e+00,8.841370697208e-01,8.215995942883e-02,-3.997796903501e+00,1.644170610125e+00
3730407714.843750,5.335534995511e-02,-4.321717214303e+00,8.841370697177e-01,8.150715793255e-02,-3.999314906452e+00,1.609081339947e+00
3730590820.312500,5.279668927675e-02,-4.322734401262e+00,8.841370697208e-01,8.400154658854e-02,-4.001499353294e+00,1.767031403653e+00
3730773925.781250,5.223799266404e-02,-4.323751588221e+00,8.841370697208e-01,8.247098745761e-02,-4.003380794789e+00,1.172144025807e+00
3730957031.250000,5.167926011236e-02,-4.324768775180e+00,1.368401629912e+00,9.040040079513e-02,-4.004196422918e+00,2.119544572790e+00
3731140136.718750,5.491003408758e-02,-4.326900240936e+00,2.001151490794e+00,8.729435851582e-02,-4.008257805770e+00,3.064336407298e+00
3731323242.187500,5.930079419036e-02,-4.329373367091e+00,2.149636791479e+00,8.743474685182e-02,-4.011247372683e+00,2.943748905850e+00
3731506347.656250,6.368933586360e-02,-4.331846493245e+00,2.149636791479e+00,9.906453697024e-02,-4.015031287169e+00,3.029526849982e+00
3731689453.125000,6.807566134789e-02,-4.334319619399e+00,2.149636791479e+00,1.030626747044e-01,-4.018218226659e+00,2.629719734739e+00
3731872558.593750,7.245977288043e-02,-4.336792745554e+00,2.116992834013e+00,1.034057839244e-01,-4.021082196494e+00,2.793270782189e+00
3732055664.062500,7.474650103580e-02,-4.339190758903e+00,2.009611394981e+00,1.053492329063e-01,-4.024645462232e+00,2.968728069897e+00
3732238769.531250,7.223514622488e-02,-4.341416803460e+00,1.934873913413e+00,1.045688268407e-01,-4.027913154230e+00,2.688023704965e+00
3732421875.000000,6.972306509491e-02,-4.343642848018e+00,1.934873913412e+00,1.015317675091e-01,-4.030830527313e+00,2.337392473353e+00
3732604980.468750,6.721025722564e-02,-4.345868892575e+00,1.934873913412e+00,1.035216047788e-01,-4.033291426952e+00,2.589581951786e+00
3732788085.937500,6.469672219648e-02,-4.348094937133e+00,1.934873913412e+00,9.761561883564e-02,-4.036789080757e+00,3.035720736381e+00
3732971191.406250,6.218245958644e-02,-4.350320981691e+00,8.978986568000e-01,9.221992353451e-02,-4.040276532882e+00,1.465836202793e+00
3733154296.875000,6.358054043262e-02,-4.350160976067e+00,-3.326890686122e-01,9.690561231111e-02,-4.040161927617e+00,1.376530326476e-01
3733337402.343750,6.570868860164e-02,-4.349555473731e+00,-5.263015374087e-01,1.000777013057e-01,-4.040593268544e+00,4.766261701493e-01
3733520507.812500,6.783631547631e-02,-4.348949971396e+00,-5.263015374091e-01,9.829286539908e-02,-4.041258630699e+00,6.936404734926e-01
3733703613.281250,6.996342131194e-02,-4.348344469061e+00,-5.263015374094e-01,1.024336220775e-01,-4.042189315284e+00,5.524876728070e-02
3733886718.750000,7.209000636366e-02,-4.347738966725e+00,3.104860858732e-01,1.037053647355e-01,-4.041385756520e+00,6.569637357311e-01
3734069824.218750,7.390694198605e-02,-4.349058888597e+00,2.504859223846e+00,1.073354390570e-01,-4.043700969907e+00,3.225217488751e+00
3734252929.687500,7.522205528671e-02,-4.353502575614e+00,3.862444738543e+00,1.095843555106e-01,-4.048806889017e+00,4.594905954725e+00
3734436035.156250,7.653696949881e-02,-4.357946262631e+00,3.862444738543e+00,1.098443328904e-01,-4.054273716092e+00,4.592874919778e+00
3734619140.625000,7.785168468264e-02,-4.362389949649e+00,3.862444738540e+00,1.102035616377e-01,-4.059374961849e+00,4.520175795087e+00
3734802246.093750,7.916620089842e-02,-4.366833636666e+00,3.862444738543e+00,1.125420067324e-01,-4.064674510333e+00,4.478936308443e+00
3734985351.562500,8.048051820638e-02,-4.371277323684e+00,2.690380479896e+00,1.139103478375e-01,-4.069680865220e+00,3.561016157337e+00
3735168457.031250,7.872878776282e-02,-4.373024124619e+00,1.416397590061e+00,1.116633534344e-01,-4.072868305889e+00,2.235880727946e+00
3735351562.500000,7.671000346864e-02,-4.374536413720e+00,1.314478958876e+00,1.107016698597e-01,-4.074825562341e+00,1.767079064295e+00
3735534667.968750,7.469074985725e-02,-4.376048702822e+00,1.314478958873e+00,1.112094846557e-01,-4.076934303892e+00,2.019550257637e+00
3735717773.437500,7.267102671039e-02,-4.377560991924e+00,1.314478958873e+00,1.060438960545e-01,-4.079472489284e+00,2.118556360465e+00
3735900878.906250,7.065083380965e-02,-4.379073281026e+00,1.629414130976e+00,1.070886277170e-01,-4.081809041025e+00,2.201150973128e+00
3736083984.375000,6.963189366809e-02,-4.381310226883e+00,2.316046046886e+00,9.935394396628e-02,-4.084537274240e+00,3.044643020834e+00
3736267089.843750,6.979508983600e-02,-4.384402436235e+00,2.687742790699e+00,1.013294869989e-01,-4.088814676875e+00,3.662560919033e+00
3736450195.312500,6.995828293774e-02,-4.387494645588e+00,2.687742790702e+00,1.033277278667e-01,-4.092964721367e+00,3.480546944162e+00
3736633300.781250,7.012147297341e-02,-4.390586854941e+00,2.687742790699e+00,9.673375446460e-02,-4.096823315090e+00,3.387012528675e+00
3736816406.250000,7.028465994313e-02,-4.393679064294e+00,2.687742790699e+00,1.063720148798e-01,-4.100758139588e+00,3.359099747448e+00
3736999511.718750,7.044784384702e-02,-4.396771273646e+00,2.001855518389e+00,1.050489905859e-01,-4.104552506806e+00,2.685473122378e+00
3737182617.187500,7.072464925006e-02,-4.398285276152e+00,1.314134322885e+00,1.061276569452e-01,-4.106937335852e+00,2.785485464205e+00
3737365722.656250,7.100174962935e-02,-4.399795058852e+00,1.312300399699e+00,1.061345354445e-01,-4.110961828587e+00,2.221669967057e+00
3737548828.125000,7.127884116876e-02,-4.401304841553e+00,1.312300399702e+00,1.068643386393e-01,-4.112049334422e+00,1.412772066550e+00
3737731933.593750,7.155592386887e-02,-4.402814624254e+00,1.312300399699e+00,1.137665841295e-01,-4.114212576398e+00,1.958302690181e+00
3737915039.062500,7.183299773024e-02,-4.404324406955e+00,1.387998563419e+00,1.082164492957e-01,-4.116555332477e+00,1.857298677303e+00
3738098144.531250,7.182030675697e-02,-4.406008368949e+00,1.529226480808e+00,1.069560204243e-01,-4.118486167131e+00,2.042843027713e+00
3738281250.000000,7.155677404359e-02,-4.407843113018e+00,1.594756234475e+00,1.074958143565e-01,-4.121255855413e+00,2.284253062536e+00
3738464355.468750,7.129323333430e-02,-4.409677857087e+00,1.594756234478e+00,1.131477467785e-01,-4.123742167600e+00,2.301159306558e+00
3738647460.937500,7.102968462862e-02,-4.411512601155e+00,1.594756234478e+00,1.075995716777e-01,-4.126550756662e+00,2.491333312037e+00
3738830566.406250,7.076612792606e-02,-4.413347345224e+00,1.625029626577e+00,1.070432640725e-01,-4.129474653755e+00,2.432608594226e+00
3739013671.875000,7.049301375561e-02,-4.415251747496e+00,2.030476842193e+00,1.029248070725e-01,-4.132148118934e+00,2.619585061576e+00
3739196777.343750,7.010154118081e-02,-4.418019413923e+00,2.405650665710e+00,1.089100017096e-01,-4.135502243490e+00,3.249037855240e+00
3739379882.812500,6.971005096156e-02,-4.420787080351e+00,2.405650665710e+00,1.061073733409e-01,-4.139624061407e+00,3.142222839755e+00
3739562988.281250,6.931854309628e-02,-4.423554746779e+00,2.405650665710e+00,1.069628805794e-01,-4.142732407691e+00,3.043720055598e+00
3739746093.750000,6.892701758338e-02,-4.426322413206e+00,2.405650665710e+00,1.042996566268e-01,-4.146627573541e+00,3.214287664765e+00
3739929199.218750,6.853547442126e-02,-4.429090079634e+00,1.893924213061e+00,1.083921905253e-01,-4.150128390978e+00,2.627771743641e+00
3740112304.687500,6.927249135237e-02,-4.430680278241e+00,1.059587605481e+00,1.049221658192e-01,-4.152674000595e+00,1.645069681941e+00
3740295410.156250,7.072080470431e-02,-4.431528160179e+00,7.369774505479e-01,1.094978031211e-01,-4.153913648908e+00,1.719247427616e+00
3740478515.625000,7.216887660007e-02,-4.432376042117e+00,7.369774505483e-01,1.091471715270e-01,-4.156629939381e+00,1.668298574345e+00
3740661621.093750,7.361670712012e-02,-4.433223924054e+00,7.369774505483e-01,1.110194513431e-01,-4.157752355850e+00,1.158765486084e+00
3740844726.562500,7.506429634492e-02,-4.434071805992e+00,9.450754420781e-01,1.103327613421e-01,-4.159296225371e+00,1.741871769728e+00
3741027832.031250,7.666329249513e-02,-4.435398515411e+00,2.314141175853e+00,1.080199140103e-01,-4.161760352595e+00,3.206638869877e+00
3741210937.500000,7.910782705710e-02,-4.439396578148e+00,3.475108918092e+00,1.190140240028e-01,-4.166674609001e+00,3.888555655999e+00
3741394042.968750,8.155167382909e-02,-4.443394640885e+00,3.475108918091e+00,1.147428281958e-01,-4.170707807098e+00,3.947951296798e+00
3741577148.437500,8.399483319802e-02,-4.447392703622e+00,3.475108918094e+00,1.206995716923e-01,-4.175758731162e+00,4.371228093245e+00
3741760253.906250,8.643730555047e-02,-4.451390766360e+00,3.475108918091e+00,1.217730863088e-01,-4.180765876970e+00,4.258074074173e+00
