freq_hz,after_h1_error_percent,after_float_plan_c_error_percent
4043884277.343750,1.874428846536e+01,4.333838414635e+00
4044067382.812500,1.866633813298e+01,4.375069483393e+00
4044250488.281250,1.863245122801e+01,4.438495670982e+00
4044433593.750000,1.859876716282e+01,4.346557153152e+00
4044616699.218750,1.856528729084e+01,4.184468909424e+00
4044799804.687500,1.853201296858e+01,4.166649377270e+00
4044982910.156250,1.849894555545e+01,4.045715510494e+00
4045166015.625000,1.843060745718e+01,4.275526323501e+00
4045349121.093750,1.835883810048e+01,3.400907557480e+00
4045532226.562500,1.828729257679e+01,4.474859872532e+00
4045715332.031250,1.821597323360e+01,4.373974082589e+00
4045898437.500000,1.814488244683e+01,4.324596848633e+00
4046081542.968750,1.809789349382e+01,4.501705104636e+00
4046264648.437500,1.808070130568e+01,4.361395717690e+00
4046447753.906250,1.806351047093e+01,4.474242068819e+00
4046630859.375000,1.804632099131e+01,4.446949618351e+00
4046813964.843750,1.802913286855e+01,4.536699908585e+00
4046997070.312500,1.801194610436e+01,4.452830676231e+00
4047180175.781250,1.790684959037e+01,4.366783729911e+00
4047363281.250000,1.780033674830e+01,4.561283391782e+00
4047546386.718750,1.769383716369e+01,4.698110184126e+00
4047729492.187500,1.758735087880e+01,4.648175594702e+00
4047912597.656250,1.748087793617e+01,4.668439341271e+00
4048095703.125000,1.745466651907e+01,4.845318717390e+00
4048278808.593750,1.750175186538e+01,4.632597703966e+00
4048461914.062500,1.754884470909e+01,4.489118931946e+00
4048645019.531250,1.759594502968e+01,4.495257554192e+00
4048828125.000000,1.764305280682e+01,4.526302618461e+00
4049011230.468750,1.768592789904e+01,4.446381241390e+00
4049194335.937500,1.766393761160e+01,4.371139208444e+00
4049377441.406250,1.764199157893e+01,4.413640926054e+00
4049560546.875000,1.762008995730e+01,4.357640057754e+00
4049743652.343750,1.759823290344e+01,4.376234979626e+00
4049926757.812500,1.757642057452e+01,4.462030563997e+00
4050109863.281250,1.750055212983e+01,4.388923873538e+00
4050292968.750000,1.738870020043e+01,4.380045661932e+00
4050476074.218750,1.727694408856e+01,4.520711918838e+00
4050659179.687500,1.716528644560e+01,4.600133656003e+00
4050842285.156250,1.705372998961e+01,4.590632694347e+00
4051025390.625000,1.696215304714e+01,4.676989728069e+00
4051208496.093750,1.699408037986e+01,4.507715163337e+00
4051391601.562500,1.702600956530e+01,4.593468484744e+00
4051574707.031250,1.705794059143e+01,4.423247406362e+00
4051757812.500000,1.708987344626e+01,4.422658373923e+00
4051940917.968750,1.712180811792e+01,4.310635920228e+00
4052124023.437500,1.708895174369e+01,4.401245288017e+00
4052307128.906250,1.702523775754e+01,4.486777999315e+00
4052490234.375000,1.696153330956e+01,4.427429086602e+00
4052673339.843750,1.689783842131e+01,4.396127093046e+00
4052856445.312500,1.683415311456e+01,4.449618200708e+00
4053039550.781250,1.676790445857e+01,4.597890806904e+00
4053222656.250000,1.669232838375e+01,4.567472588420e+00
4053405761.718750,1.661676509632e+01,4.539552587118e+00
4053588867.187500,1.654121481712e+01,4.568869077950e+00
4053771972.656250,1.646567777078e+01,4.244267087141e+00
4053955078.125000,1.639015418586e+01,4.590115632018e+00
4054138183.593750,1.623243183452e+01,4.751611710465e+00
4054321289.062500,1.604812924862e+01,4.848753779636e+00
4054504394.531250,1.586399830516e+01,4.778585032336e+00
4054687500.000000,1.568004702911e+01,4.913180195322e+00
4054870605.468750,1.549628381205e+01,5.098363744025e+00
4055053710.937500,1.535617161990e+01,5.076578350807e+00
4055236816.406250,1.532081714304e+01,5.154735451537e+00
4055419921.875000,1.528546461566e+01,5.117148240345e+00
4055603027.343750,1.525011403908e+01,4.759209980283e+00
4055786132.812500,1.521476541468e+01,5.026096821468e+00
4055969238.281250,1.517941874381e+01,5.017865789868e+00
4056152343.750000,1.512204202438e+01,5.124464175881e+00
4056335449.218750,1.506022190961e+01,5.174334667239e+00
4056518554.687500,1.499840749379e+01,5.131710120127e+00
4056701660.156250,1.493659878849e+01,5.144448340978e+00
4056884765.625000,1.487479580537e+01,5.290784829598e+00
4057067871.093750,1.482390422633e+01,5.108581001270e+00
4057250976.562500,1.479153165474e+01,5.060350559258e+00
4057434082.031250,1.475916069074e+01,5.004170287921e+00
4057617187.500000,1.472679133881e+01,5.159012527030e+00
4057800292.968750,1.469442360348e+01,5.191641038465e+00
4057983398.437500,1.466205748928e+01,4.987217861891e+00
4058166503.906250,1.473445647889e+01,4.976462027674e+00
4058349609.375000,1.481742338497e+01,4.638284646396e+00
4058532714.843750,1.490051570734e+01,4.888016351761e+00
4058715820.312500,1.498373081490e+01,4.828292813864e+00
4058898925.781250,1.506706613122e+01,4.526410736559e+00
4059082031.250000,1.506434927595e+01,4.744346804657e+00
4059265136.718750,1.495552629477e+01,4.696969811702e+00
4059448242.187500,1.484675320728e+01,4.535300281229e+00
4059631347.656250,1.473803140171e+01,4.266980585088e+00
4059814453.125000,1.462936230599e+01,4.755796230289e+00
4059997558.593750,1.452074738917e+01,4.777976711984e+00
4060180664.062500,1.440623217499e+01,5.006316742493e+00
4060363769.531250,1.429170790005e+01,4.860488320173e+00
4060546875.000000,1.417725597621e+01,4.948076332074e+00
4060729980.468750,1.406287725529e+01,5.438776639742e+00
4060913085.937500,1.394857261491e+01,5.212710486628e+00
4061096191.406250,1.386858800855e+01,5.226603255091e+00
4061279296.875000,1.381959489226e+01,5.164484695158e+00
4061462402.343750,1.377064335496e+01,5.143633598302e+00
4061645507.812500,1.372173395115e+01,5.080618716664e+00
4061828613.281250,1.367286724286e+01,4.922970110490e+00
4062011718.750000,1.363130960359e+01,5.157544428289e+00
4062194824.218750,1.369604988648e+01,5.055585300087e+00
4062377929.687500,1.376081824842e+01,4.874444951021e+00
4062561035.156250,1.382561420318e+01,4.821374848469e+00
4062744140.625000,1.389043727327e+01,4.741138761919e+00
4062927246.093750,1.395528698978e+01,4.916836758960e+00
4063110351.562500,1.398414593915e+01,4.715639168657e+00
4063293457.031250,1.398929730135e+01,4.610096318799e+00
4063476562.500000,1.399448973453e+01,4.528113767518e+00
4063659667.968750,1.399972319319e+01,4.549537851115e+00
4063842773.437500,1.400499763153e+01,4.400641047602e+00
4064025878.906250,1.400152652167e+01,4.355714396771e+00
4064208984.375000,1.394477583422e+01,4.227238199313e+00
4064392089.843750,1.388817505153e+01,4.464917606561e+00
4064575195.312500,1.383172582002e+01,4.528260365405e+00
4064758300.781250,1.377542980811e+01,4.455675420438e+00
4064941406.250000,1.371928870648e+01,4.628485450313e+00
4065124511.718750,1.365874707760e+01,4.621544114123e+00
4065307617.187500,1.359616785834e+01,4.396923695984e+00
4065490722.656250,1.353368747058e+01,4.265183709434e+00
4065673828.125000,1.347130760455e+01,4.494737252791e+00
4065856933.593750,1.340902997951e+01,4.468996439582e+00
4066040039.062500,1.336892174046e+01,4.544395327683e+00
4066223144.531250,1.340774183789e+01,4.408526773119e+00
4066406250.000000,1.344663338537e+01,4.415919752190e+00
4066589355.468750,1.348559564294e+01,4.148733431721e+00
4066772460.937500,1.352462787798e+01,4.271189340935e+00
4066955566.406250,1.356372936524e+01,4.196414986954e+00
4067138671.875000,1.347812506674e+01,4.019053694541e+00
4067321777.343750,1.335262796907e+01,4.218918925206e+00
4067504882.812500,1.322722418150e+01,4.391765486827e+00
4067687988.281250,1.310191698831e+01,4.256552220092e+00
4067871093.750000,1.297670979639e+01,4.414676773870e+00
4068054199.218750,1.288006249397e+01,4.421201942066e+00
4068237304.687500,1.285114864172e+01,4.199173438811e+00
4068420410.156250,1.282226010939e+01,4.373076613186e+00
4068603515.625000,1.279339710298e+01,4.248266190632e+00
4068786621.093750,1.276455983021e+01,4.354104507169e+00
4068969726.562500,1.273574850051e+01,4.248577518565e+00
4069152832.031250,1.267437313690e+01,4.195546985986e+00
4069335937.500000,1.260661469692e+01,4.314779288403e+00
4069519042.968750,1.253893380585e+01,4.242333050942e+00
4069702148.437500,1.247133142680e+01,4.335322501184e+00
4069885253.906250,1.240380854230e+01,4.733105087329e+00
4070068359.375000,1.239190070559e+01,4.460234823810e+00
4070251464.843750,1.247324483076e+01,4.197505893624e+00
4070434570.312500,1.255460038673e+01,4.069461194666e+00
4070617675.781250,1.263596735974e+01,3.995590366177e+00
4070800781.250000,1.271734573604e+01,3.942278149431e+00
4070983886.718750,1.279873550189e+01,3.790142470673e+00
4071166992.187500,1.268964947530e+01,3.954581774957e+00
4071350097.656250,1.256221935500e+01,4.125204333668e+00
4071533203.125000,1.243482756427e+01,3.922091779328e+00
4071716308.593750,1.230747510566e+01,4.007054581201e+00
4071899414.062500,1.218016302104e+01,4.207033937331e+00
4072082519.531250,1.213543982199e+01,4.057480955367e+00
4072265625.000000,1.219135946982e+01,4.031593873078e+00
4072448730.468750,1.224729458384e+01,3.935462620447e+00
4072631835.937500,1.230324492790e+01,3.697444599702e+00
4072814941.406250,1.235921026999e+01,3.707518449689e+00
4072998046.875000,1.241519038214e+01,3.786380727999e+00
4073181152.343750,1.235431562761e+01,3.683207430668e+00
4073364257.812500,1.229234829497e+01,3.513494422260e+00
4073547363.281250,1.223055226359e+01,3.525920049323e+00
4073730468.750000,1.216893060951e+01,3.513807416166e+00
4073913574.218750,1.210748646381e+01,3.559463845285e+00
4074096679.687500,1.202202525231e+01,3.535370133187e+00
4074279785.156250,1.191499401390e+01,3.639985510954e+00
4074462890.625000,1.180798700060e+01,3.376219799657e+00
4074645996.093750,1.170100456424e+01,3.709991772207e+00
4074829101.562500,1.159404706840e+01,4.074873757610e+00
4075012207.031250,1.150066617383e+01,3.649882139880e+00
4075195312.500000,1.159737681402e+01,3.719993353223e+00
4075378417.968750,1.169475211800e+01,3.530532343074e+00
4075561523.437500,1.179277308884e+01,3.444431278909e+00
4075744628.906250,1.189142124737e+01,3.440496323919e+00
4075927734.375000,1.199067862089e+01,3.206221607463e+00
4076110839.843750,1.197174224349e+01,3.132000487602e+00
4076293945.312500,1.187580704910e+01,3.377645571241e+00
4076477050.781250,1.178029585929e+01,3.710660119468e+00
4076660156.250000,1.168522088841e+01,3.226158828666e+00
4076843261.718750,1.159059470209e+01,2.901028739859e+00
4077026367.187500,1.150148378945e+01,3.275649156965e+00
4077209472.656250,1.144282993574e+01,3.320582394409e+00
4077392578.125000,1.138455650265e+01,3.374527241652e+00
4077575683.593750,1.132666909745e+01,3.403368223193e+00
4077758789.062500,1.126917340329e+01,3.337750540274e+00
4077941894.531250,1.121207517920e+01,3.567987359996e+00
4078125000.000000,1.119191656110e+01,3.361254173983e+00
4078308105.468750,1.118890641523e+01,3.079572483235e+00
4078491210.937500,1.118601570465e+01,3.348483886899e+00
4078674316.406250,1.118324453827e+01,3.217769121435e+00
4078857421.875000,1.118059302127e+01,3.198534761650e+00
4079040527.343750,1.116824155074e+01,3.045763635511e+00
4079223632.812500,1.112147283065e+01,3.081833637787e+00
4079406738.281250,1.107484042748e+01,3.356216156844e+00
4079589843.750000,1.102834592839e+01,3.315531462782e+00
4079772949.218750,1.098199094224e+01,3.162381583581e+00
4079956054.687500,1.093577709987e+01,3.161311164972e+00
4080139160.156250,1.094167440963e+01,2.898879637516e+00
4080322265.625000,1.096400157811e+01,3.062829589603e+00
4080505371.093750,1.098633053984e+01,2.934245999844e+00
4080688476.562500,1.100866129137e+01,3.028128892881e+00
4080871582.031250,1.103099382922e+01,3.232399117255e+00
4081054687.500000,1.102676148638e+01,2.767826230651e+00
4081237792.968750,1.096017571782e+01,2.802947366507e+00
4081420898.437500,1.089363718210e+01,2.872100800399e+00
4081604003.906250,1.082714690620e+01,2.734945554447e+00
4081787109.375000,1.076070594164e+01,2.841972399136e+00
4081970214.843750,1.069431536515e+01,2.885385917157e+00
4082153320.312500,1.064624221567e+01,2.792756859584e+00
4082336425.781250,1.060184728030e+01,2.815280180654e+00
4082519531.250000,1.055759047614e+01,2.820732359127e+00
4082702636.718750,1.051347341612e+01,2.877040783770e+00
4082885742.187500,1.046949773481e+01,2.904771469240e+00
4083068847.656250,1.041775058853e+01,2.849190188311e+00
4083251953.125000,1.035295363509e+01,2.847736883012e+00
4083435058.593750,1.028821582577e+01,2.738799572853e+00
4083618164.062500,1.022353848139e+01,2.986825252610e+00
4083801269.531250,1.015892295512e+01,2.704592467127e+00
4083984375.000000,1.009437063345e+01,3.026790965441e+00
4084167480.468750,1.009994291826e+01,2.916816352745e+00
4084350585.937500,1.011207042993e+01,2.753515124774e+00
4084533691.406250,1.012421483785e+01,2.812713092082e+00
4084716796.875000,1.013637607365e+01,2.745751497130e+00
4084899902.343750,1.014855406923e+01,2.631376085699e+00
4085083007.812500,1.011401521013e+01,2.548276665878e+00
4085266113.281250,1.002332068407e+01,2.604861977629e+00
4085449218.750000,9.932901367474e+00,2.643292513767e+00
4085632324.218750,9.842766000979e+00,2.510312926060e+00
4085815429.687500,9.752923623077e+00,2.637955474853e+00
4085998535.156250,9.663383581298e+00,2.680893511151e+00
4086181640.625000,9.740544089072e+00,2.491951487769e+00
4086364746.093750,9.819119109156e+00,2.487048808476e+00
4086547851.562500,9.897763915314e+00,2.236531925874e+00
4086730957.031250,9.976476652050e+00,2.343684837369e+00
4086914062.500000,1.005525552011e+01,2.105743028669e+00
4087097167.968750,1.004297254058e+01,2.164431770714e+00
4087280273.437500,9.950184767847e+00,1.891250459405e+00
4087463378.906250,9.857495721509e+00,2.199867306642e+00
4087646484.375000,9.764907332624e+00,2.170303953154e+00
4087829589.843750,9.672421602536e+00,2.304666023552e+00
4088012695.312500,9.579469028043e+00,2.276225152696e+00
4088195800.781250,9.478907269771e+00,2.178384690985e+00
4088378906.250000,9.378371369274e+00,2.369611129320e+00
4088562011.718750,9.277861458795e+00,2.402474104786e+00
4088745117.187500,9.177377675171e+00,2.437990506705e+00
4088928222.656250,9.076920160072e+00,2.530377517368e+00
4089111328.125000,9.062570751709e+00,2.693699877617e+00
4089294433.593750,9.103759951678e+00,2.453931512621e+00
4089477539.062500,9.144990266897e+00,2.363735150603e+00
4089660644.531250,9.186261242586e+00,2.205286711154e+00
4089843750.000000,9.227572431533e+00,2.300701384956e+00
4090026855.468750,9.263011951739e+00,2.013888747275e+00
4090209960.937500,9.264074533753e+00,2.204578007368e+00
4090393066.406250,9.265137206362e+00,1.853701970738e+00
4090576171.875000,9.266199969530e+00,1.818750400729e+00
4090759277.343750,9.267262823225e+00,1.893311989081e+00
4090942382.812500,9.268325767408e+00,1.773250758782e+00
4091125488.281250,9.207390106830e+00,1.820062607028e+00
4091308593.750000,9.118137439943e+00,1.936785781122e+00
4091491699.218750,9.029067318655e+00,1.968004452849e+00
4091674804.687500,8.940185942588e+00,1.881085620485e+00
4091857910.156250,8.851499747622e+00,2.026004547006e+00
4092041015.625000,8.769434539899e+00,1.829195365834e+00
4092224121.093750,8.710185030665e+00,1.935414727841e+00
4092407226.562500,8.651761553652e+00,1.983808743143e+00
4092590332.031250,8.594180607042e+00,2.143951475573e+00
4092773437.500000,8.537458887867e+00,1.887101417593e+00
4092956542.968750,8.481613282011e+00,2.142418305031e+00
4093139648.437500,8.526533437012e+00,1.988189069301e+00
4093322753.906250,8.602880771140e+00,1.838747326334e+00
4093505859.375000,8.679495755385e+00,1.739763361039e+00
4093688964.843750,8.756372135081e+00,1.672825831432e+00
4093872070.312500,8.833503849489e+00,1.547817558199e+00
4094055175.781250,8.874268253024e+00,1.296900320331e+00
4094238281.250000,8.830260622322e+00,1.412862803648e+00
4094421386.718750,8.786316861536e+00,1.384759132379e+00
4094604492.187500,8.742438059822e+00,1.427544580527e+00
4094787597.656250,8.698625326818e+00,1.335437570211e+00
4094970703.125000,8.654879793070e+00,1.186727374064e+00
4095153808.593750,8.603227842831e+00,1.411615546954e+00
4095336914.062500,8.550461559585e+00,1.576205410328e+00
4095520019.531250,8.498136533327e+00,1.436979831381e+00
4095703125.000000,8.446260680174e+00,1.422547348735e+00
4095886230.468750,8.394842040628e+00,1.535120808228e+00
4096069335.937500,8.342229452988e+00,1.304927984996e+00
4096252441.406250,8.287048174456e+00,1.455479635701e+00
4096435546.875000,8.231878747388e+00,1.476431993428e+00
4096618652.343750,8.176721406051e+00,1.521298126942e+00
4096801757.812500,8.121576390909e+00,1.269453012707e+00
4096984863.281250,8.066443948823e+00,1.449140567832e+00
4097167968.750000,8.107812032941e+00,1.269198044993e+00
4097351074.218750,8.157879899792e+00,1.346983175210e+00
4097534179.687500,8.207952077731e+00,1.299529472766e+00
4097717285.156250,8.258028563156e+00,1.096332317225e+00
4097900390.625000,8.308109352472e+00,9.595248547980e-01
4098083496.093750,8.298116475257e+00,1.198711834097e+00
4098266601.562500,8.216473614102e+00,1.004136986246e+00
4098449707.031250,8.134860030066e+00,1.018249959337e+00
4098632812.500000,8.053276601873e+00,1.139623081999e+00
4098815917.968750,7.971724243293e+00,1.067232167832e+00
4098999023.437500,7.890203904919e+00,1.062559302017e+00
4099182128.906250,7.761325598591e+00,1.317746610063e+00
4099365234.375000,7.632222565029e+00,1.296518267476e+00
4099548339.843750,7.503149140313e+00,1.433230712909e+00
4099731445.312500,7.374105577312e+00,1.609669544089e+00
4099914550.781250,7.245092142916e+00,1.663703473320e+00
4100097656.250000,7.241208805927e+00,1.470698605672e+00
4100280761.718750,7.346814092535e+00,1.347931032071e+00
4100463867.187500,7.452444442734e+00,1.326560880683e+00
4100646972.656250,7.558099776892e+00,1.079064956608e+00
4100830078.125000,7.663780018071e+00,8.905784277793e-01
4101013183.593750,7.763457854072e+00,8.882111075878e-01
4101196289.062500,7.785570026093e+00,8.880267727271e-01
4101379394.531250,7.807880990113e+00,8.373757153413e-01
4101562500.000000,7.830388911486e+00,7.349960001899e-01
4101745605.468750,7.853091961678e+00,6.828647955690e-01
4101928710.937500,7.875988318635e+00,5.834535432454e-01
4102111816.406250,7.786684170769e+00,7.440632548947e-01
4102294921.875000,7.625811580319e+00,6.660936837652e-01
4102478027.343750,7.465004272988e+00,9.529847765896e-01
4102661132.812500,7.304265471094e+00,1.127464297150e+00
4102844238.281250,7.143598675613e+00,1.000137983407e+00
4103027343.750000,7.010187400752e+00,1.158625098599e+00
4103210449.218750,7.031654132075e+00,1.190059181002e+00
4103393554.687500,7.053151062348e+00,1.056482251370e+00
4103576660.156250,7.074677938589e+00,1.016487531940e+00
4103759765.625000,7.096234510508e+00,1.142854384629e+00
4103942871.093750,7.117820530465e+00,8.901365731420e-01
4104125976.562500,7.082279480056e+00,9.309260852886e-01
4104309082.031250,7.021076878663e+00,9.525758137494e-01
4104492187.500000,6.960181381239e+00,8.157901451165e-01
4104675292.968750,6.899600569801e+00,1.129248250008e+00
4104858398.437500,6.839342252158e+00,1.040120957764e+00
4105041503.906250,6.809409687565e+00,9.826112750160e-01
4105224609.375000,6.881976907276e+00,8.277658431695e-01
4105407714.843750,6.954597294633e+00,7.163072458725e-01
4105590820.312500,7.027269016145e+00,6.907877467196e-01
4105773925.781250,7.099990311804e+00,5.330120170914e-01
4105957031.250000,7.172759491499e+00,5.515565640603e-01
4106140136.718750,7.218642514955e+00,4.737821475593e-01
4106323242.187500,7.256340497561e+00,3.969869485265e-01
4106506347.656250,7.294114113308e+00,5.630432767215e-01
4106689453.125000,7.331962308635e+00,4.016877511456e-01
4106872558.593750,7.369884049325e+00,1.898330651737e-01
4107055664.062500,7.367586441628e+00,3.266779445287e-01
4107238769.531250,7.273089600603e+00,4.697441648550e-01
4107421875.000000,7.178628963650e+00,5.066265419171e-01
4107604980.468750,7.084205959923e+00,6.397995066424e-01
4107788085.937500,6.989822094015e+00,7.018553558147e-01
4107971191.406250,6.895478951045e+00,6.882162002327e-01
4108154296.875000,6.881186676438e+00,7.468301565611e-01
4108337402.343750,6.881843383137e+00,8.018442297448e-01
4108520507.812500,6.882508014111e+00,7.438374385221e-01
4108703613.281250,6.883180566881e+00,7.534552545188e-01
4108886718.750000,6.883861038951e+00,7.669581815107e-01
4109069824.218750,6.816892743206e+00,6.337048731016e-01
4109252929.687500,6.640253735417e+00,6.760856060593e-01
4109436035.156250,6.463755514204e+00,9.191782234239e-01
4109619140.625000,6.287409454009e+00,7.958117004749e-01
4109802246.093750,6.111228214721e+00,1.206433320522e+00
4109985351.562500,5.935225929240e+00,1.322298436083e+00
4110168457.031250,5.944042785260e+00,1.124272080238e+00
4110351562.500000,5.968935551294e+00,1.195189825492e+00
4110534667.968750,5.993842282364e+00,1.271700834957e+00
4110717773.437500,6.018762790557e+00,1.262692207998e+00
4110900878.906250,6.043696890961e+00,9.517853615139e-01
4111083984.375000,6.045093905911e+00,1.168247861045e+00
4111267089.843750,6.018757273358e+00,1.001587093299e+00
4111450195.312500,5.992500716735e+00,8.209666606929e-01
4111633300.781250,5.966325239481e+00,9.676677427794e-01
4111816406.250000,5.940231859432e+00,1.139138958672e+00
4111999511.718750,5.914221608988e+00,8.130959786520e-01
4112182617.187500,5.929267122661e+00,1.162639101546e+00
4112365722.656250,5.944698511034e+00,9.104901479776e-01
4112548828.125000,5.960404226142e+00,9.641826749173e-01
4112731933.593750,5.976381997389e+00,8.641261924907e-01
4112915039.062500,5.992629541128e+00,6.924276256288e-01
4113098144.531250,5.974820414360e+00,8.562099563339e-01
4113281250.000000,5.927534012682e+00,9.094596756729e-01
4113464355.468750,5.880479667261e+00,8.739747622028e-01
4113647460.937500,5.833663448348e+00,9.094094408550e-01
4113830566.406250,5.787091593588e+00,1.131278848745e+00
4114013671.875000,5.738878745362e+00,1.326879376416e+00
4114196777.343750,5.667423055925e+00,1.126819021206e+00
4114379882.812500,5.596126461941e+00,1.147146199866e+00
4114562988.281250,5.524994261507e+00,1.150724437825e+00
4114746093.750000,5.454032014225e+00,1.163105766991e+00
4114929199.218750,5.383245556748e+00,1.769061570724e+00
4115112304.687500,5.386792578044e+00,1.202415770955e+00
4115295410.156250,5.437170839700e+00,1.186878143304e+00
4115478515.625000,5.487607154304e+00,1.303836833847e+00
4115661621.093750,5.538100207310e+00,1.182251018234e+00
4115844726.562500,5.588648729831e+00,1.168488800496e+00
4116027832.031250,5.599107286595e+00,1.103816724084e+00
4116210937.500000,5.385702235597e+00,1.214292599832e+00
4116394042.968750,5.172438811456e+00,1.242655627509e+00
4116577148.437500,4.959331913354e+00,1.435716218514e+00
4116760253.906250,4.746399057531e+00,1.594349383167e+00
4116943359.375000,4.533660985978e+00,1.406613063994e+00
4117126464.843750,4.520766673486e+00,1.396733305062e+00
4117309570.312500,4.597451418575e+00,1.311333029469e+00
4117492675.781250,4.674289775562e+00,1.296000646769e+00
4117675781.250000,4.751273779109e+00,1.475952728441e+00
4117858886.718750,4.828395957347e+00,1.287210704218e+00
4118041992.187500,4.907430672296e+00,1.382058213042e+00
4118225097.656250,4.992544873518e+00,1.262682094383e+00
4118408203.125000,5.077728153850e+00,1.284447893866e+00
4118591308.593750,5.162976866965e+00,1.365732534776e+00
4118774414.062500,5.248287599822e+00,7.451430508397e-01
4118957519.531250,5.333657154429e+00,1.340784281249e+00
4119140625.000000,5.315313602685e+00,1.451786919078e+00
4119323730.468750,5.265732650742e+00,1.450871984025e+00
4119506835.937500,5.216271702129e+00,1.270973126567e+00
4119689941.406250,5.166934504852e+00,1.446842172691e+00
4119873046.875000,5.117724942492e+00,1.519969818489e+00
4120056152.343750,5.057839394975e+00,1.523329345960e+00
4120239257.812500,4.973580399103e+00,1.534781646293e+00
4120422363.281250,4.889344301403e+00,1.558715079855e+00
4120605468.750000,4.805131483894e+00,1.480311836943e+00
4120788574.218750,4.720942354560e+00,1.551300864847e+00
4120971679.687500,4.636777349682e+00,1.546750877739e+00
4121154785.156250,4.547392659501e+00,1.527093781529e+00
4121337890.625000,4.457111098560e+00,1.592135338327e+00
4121520996.093750,4.366897879493e+00,1.587986751525e+00
4121704101.562500,4.276755867830e+00,1.509080208290e+00
4121887207.031250,4.186688171002e+00,1.467996747415e+00
4122070312.500000,4.139423908879e+00,1.625480441382e+00
4122253417.968750,4.160907368889e+00,1.754703337669e+00
4122436523.437500,4.182653488668e+00,1.743342909319e+00
4122619628.906250,4.204658248327e+00,1.689019276985e+00
4122802734.375000,4.226917663712e+00,1.590822307823e+00
4122985839.843750,4.249427787887e+00,1.688623869679e+00
4123168945.312500,4.226275811096e+00,1.560405776178e+00
4123352050.781250,4.200603295990e+00,1.730788757036e+00
4123535156.250000,4.176326165582e+00,1.566586787480e+00
4123718261.718750,4.153468833749e+00,1.639086033785e+00
4123901367.187500,4.132054807660e+00,1.459549895453e+00
4124084472.656250,4.082243563876e+00,1.351966188886e+00
4124267578.125000,3.997994931312e+00,1.459165859635e+00
4124450683.593750,3.913795245025e+00,1.489931550857e+00
4124633789.062500,3.829648085875e+00,1.400713965678e+00
4124816894.531250,3.745557352995e+00,1.438790334237e+00
4125000000.000000,3.661527299777e+00,1.567523621797e+00
4125183105.468750,3.684104774119e+00,1.618406219020e+00
4125366210.937500,3.707155543794e+00,1.665994174866e+00
4125549316.406250,3.730670925673e+00,1.733202837711e+00
4125732421.875000,3.754642279503e+00,1.962010197084e+00
4125915527.343750,3.779061017102e+00,1.877961554062e+00
4126098632.812500,3.789636845264e+00,1.810906873037e+00
4126281738.281250,3.788217344700e+00,2.012800334382e+00
4126464843.750000,3.786974534771e+00,1.768106107248e+00
4126647949.218750,3.785908586576e+00,1.752385701950e+00
4126831054.687500,3.785019646631e+00,1.801973325759e+00
4127014160.156250,3.773303473958e+00,1.771956282760e+00
4127197265.625000,3.630392232386e+00,1.810594975311e+00
4127380371.093750,3.487512842494e+00,1.929056435229e+00
4127563476.562500,3.344666934878e+00,1.689611389684e+00
4127746582.031250,3.201856417306e+00,1.690570226993e+00
4127929687.500000,3.059083539224e+00,1.986081183037e+00
4128112792.968750,3.013982673412e+00,2.081846356901e+00
4128295898.437500,3.029943893410e+00,2.120107531089e+00
4128479003.906250,3.046140436306e+00,1.633694342640e+00
4128662109.375000,3.062568600738e+00,2.203178729896e+00
4128845214.843750,3.079224711503e+00,2.002176283558e+00
4129028320.312500,3.089404514612e+00,2.140588501017e+00
4129211425.781250,3.063152128938e+00,2.172597249126e+00
4129394531.250000,3.037069447200e+00,2.181426562270e+00
4129577636.718750,3.011160764495e+00,2.049277704611e+00
4129760742.187500,2.985430495080e+00,2.203380927599e+00
4129943847.656250,2.959883174959e+00,2.016220517975e+00
4130126953.125000,2.856045097169e+00,2.004636342399e+00
4130310058.593750,2.717549440212e+00,2.014592847804e+00
4130493164.062500,2.579083290712e+00,2.108312993037e+00
4130676269.531250,2.440646729189e+00,2.078421472451e+00
4130859375.000000,2.302239839228e+00,2.203941786956e+00
4131042480.468750,2.220096464004e+00,2.189355254377e+00
4131225585.937500,2.324174093888e+00,2.180173940357e+00
4131408691.406250,2.428337228371e+00,2.165570011610e+00
4131591796.875000,2.532578735202e+00,2.037524657077e+00
4131774902.343750,2.636892598598e+00,2.103120879016e+00
4131958007.812500,2.741273708639e+00,2.050671815301e+00
4132141113.281250,2.750250960313e+00,2.178049154323e+00
4132324218.750000,2.731419741840e+00,2.248171966846e+00
4132507324.218750,2.713271470105e+00,2.173013036039e+00
4132690429.687500,2.695819882967e+00,2.011618183935e+00
4132873535.156250,2.679078539807e+00,2.079516575122e+00
4133056640.625000,2.639467413779e+00,1.989796710380e+00
4133239746.093750,2.547446921532e+00,1.450314102531e+00
4133422851.562500,2.455453674791e+00,2.083657925139e+00
4133605957.031250,2.363490698404e+00,1.831798812600e+00
4133789062.500000,2.271561502726e+00,2.123172482843e+00
4133972167.968750,2.179670185528e+00,2.122891502605e+00
4134155273.437500,2.247255600627e+00,2.160046637921e+00
4134338378.906250,2.343462797583e+00,2.108929386517e+00
4134521484.375000,2.439710979719e+00,2.104870063287e+00
4134704589.843750,2.535997499787e+00,2.056566248811e+00
4134887695.312500,2.632320093073e+00,2.226673215736e+00
