subcarrier_index,fft_bin,freq_hz,reference_i,reference_q,after_h1_equalized_i,after_h1_equalized_q,after_float_plan_c_equalized_i,after_float_plan_c_equalized_q
4213,23601,4321472167.968750,-1.171275991314e+02,-1.952126652190e+02,-1.178811665735e+02,-1.914140330027e+02,-1.184922729082e+02,-1.924468523327e+02
4214,23602,4321655273.437500,-1.171275991314e+02,-1.952126652190e+02,-1.178506469725e+02,-1.914997094748e+02,-1.184022574064e+02,-1.924937050626e+02
4215,23603,4321838378.906250,-1.952126652190e+02,-1.952126652190e+02,-1.949605076298e+02,-1.907416052552e+02,-1.960017560929e+02,-1.917382866346e+02
4216,23604,4322021484.375000,-1.952126652190e+02,-2.732977313066e+02,-1.957712080511e+02,-2.679871334200e+02,-1.968485894379e+02,-2.693647284856e+02
4217,23605,4322204589.843750,1.171275991314e+02,-1.171275991314e+02,1.144618487184e+02,-1.169529673054e+02,1.150329476203e+02,-1.176202134490e+02
4218,23606,4322387695.312500,2.732977313066e+02,1.952126652190e+02,2.720160313230e+02,1.898707822578e+02,2.734874636607e+02,1.908171992372e+02
4219,23607,4322570800.781250,1.952126652190e+02,-1.171275991314e+02,1.914911423379e+02,-1.177658883621e+02,1.924626209283e+02,-1.184551035179e+02
4220,23608,4322753906.250000,3.904253304380e+01,1.952126652190e+02,4.067157592589e+01,1.922881739550e+02,4.094941373214e+01,1.933172115751e+02
4221,23609,4322937011.718750,1.171275991314e+02,3.904253304380e+01,1.160312860052e+02,3.724616717998e+01,1.166895866634e+02,3.736069358097e+01
4222,23610,4323120117.187500,-2.732977313066e+02,3.904253304380e+01,-2.693154516764e+02,4.147869605028e+01,-2.707004147897e+02,4.175722671755e+01
4223,23611,4323303222.656250,-1.171275991314e+02,-3.904253304380e+01,-1.160195985589e+02,-3.732054572848e+01,-1.166108158526e+02,-3.746220070840e+01
4224,23612,4323486328.125000,-2.732977313066e+02,3.904253304380e+01,-2.694039968099e+02,4.127829002203e+01,-2.708028081563e+02,4.164952451637e+01
4225,23613,4323669433.593750,-1.171275991314e+02,1.952126652190e+02,-1.137591223596e+02,1.938594399820e+02,-1.142346118759e+02,1.949465790244e+02
4226,23614,4323852539.062500,-1.952126652190e+02,-1.952126652190e+02,-1.945576530528e+02,-1.909472515327e+02,-1.956888675606e+02,-1.918106115925e+02
4227,23615,4324035644.531250,-1.171275991314e+02,-3.904253304380e+01,-1.160077272725e+02,-3.747497248071e+01,-1.166480514490e+02,-3.766081761274e+01
4228,23616,4324218750.000000,-2.732977313066e+02,2.732977313066e+02,-2.668625605862e+02,2.725440432774e+02,-2.680115040436e+02,2.741302121031e+02
4229,23617,4324401855.468750,-1.171275991314e+02,2.732977313066e+02,-1.123514773125e+02,2.709174111729e+02,-1.127429093725e+02,2.724160249495e+02
4230,23618,4324584960.937500,-3.904253304380e+01,-1.171275991314e+02,-3.998956025535e+01,-1.149612227700e+02,-4.028611308931e+01,-1.155417445036e+02
4231,23619,4324768066.406250,-2.732977313066e+02,-1.171275991314e+02,-2.709090216178e+02,-1.115622008207e+02,-2.724169155147e+02,-1.119029646516e+02
4232,23620,4324951171.875000,-2.732977313066e+02,-1.171275991314e+02,-2.709039842880e+02,-1.111678366437e+02,-2.724169768672e+02,-1.114806733062e+02
4233,23621,4325134277.343750,-1.171275991314e+02,1.171275991314e+02,-1.137152897658e+02,1.170401440789e+02,-1.142349576702e+02,1.177156569039e+02
4234,23622,4325317382.812500,-1.952126652190e+02,-1.171275991314e+02,-1.938699213119e+02,-1.130545335365e+02,-1.950117573543e+02,-1.134971020092e+02
4235,23623,4325500488.281250,-3.904253304380e+01,-1.171275991314e+02,-3.973227593186e+01,-1.151291915604e+02,-4.004207599571e+01,-1.156890380445e+02
4236,23624,4325683593.750000,1.952126652190e+02,1.171275991314e+02,1.936895060067e+02,1.139498133752e+02,1.948182642722e+02,1.143265759241e+02
4237,23625,4325866699.218750,-1.171275991314e+02,-1.171275991314e+02,-1.164694589129e+02,-1.149155349174e+02,-1.171740281318e+02,-1.153916084366e+02
4238,23626,4326049804.687500,-1.952126652190e+02,-1.171275991314e+02,-1.935555201229e+02,-1.146916436271e+02,-1.947063647277e+02,-1.150898774236e+02
4239,23627,4326232910.156250,2.732977313066e+02,-3.904253304380e+01,2.698724212840e+02,-4.024908153392e+01,2.712189652034e+02,-4.077323046765e+01
4240,23628,4326416015.625000,-2.732977313066e+02,3.904253304380e+01,-2.698694452280e+02,4.043020821765e+01,-2.712814332330e+02,4.101050788263e+01
4241,23629,4326599121.093750,-3.904253304380e+01,3.904253304380e+01,-3.830525381317e+01,3.888177746355e+01,-3.845889941441e+01,3.911218252609e+01
4242,23630,4326782226.562500,1.171275991314e+02,1.171275991314e+02,1.167311272448e+02,1.148490009496e+02,1.174810245820e+02,1.153127361884e+02
4243,23631,4326965332.031250,1.952126652190e+02,1.952126652190e+02,1.946948079052e+02,1.913036288361e+02,1.959587065772e+02,1.920389281121e+02
4244,23632,4327148437.500000,-2.732977313066e+02,-1.952126652190e+02,-2.717665193168e+02,-1.908060658876e+02,-2.734362340030e+02,-1.914120643397e+02
4245,23633,4327331542.968750,-1.171275991314e+02,-1.171275991314e+02,-1.166249878013e+02,-1.149708304471e+02,-1.173811691991e+02,-1.154353772220e+02
4246,23634,4327514648.437500,1.952126652190e+02,3.904253304380e+01,1.932311262254e+02,3.740858816961e+01,1.942569107478e+02,3.731039961232e+01
4247,23635,4327697753.906250,1.952126652190e+02,1.952126652190e+02,1.939911538005e+02,1.919879242381e+02,1.952623580197e+02,1.927035617481e+02
4248,23636,4327880859.375000,1.171275991314e+02,3.904253304380e+01,1.159541054017e+02,3.810923377617e+01,1.166502013718e+02,3.815802855985e+01
4249,23637,4328063964.843750,2.732977313066e+02,-1.952126652190e+02,2.693851656263e+02,-1.940042636295e+02,2.704819276582e+02,-1.954288059808e+02
4250,23638,4328247070.312500,-1.171275991314e+02,-3.904253304380e+01,-1.159060600232e+02,-3.802138638698e+01,-1.166118851842e+02,-3.806230119615e+01
4251,23639,4328430175.781250,-2.732977313066e+02,2.732977313066e+02,-2.683716714647e+02,2.714278179404e+02,-2.693801286055e+02,2.733221346883e+02
4252,23640,4328613281.250000,3.904253304380e+01,2.732977313066e+02,4.030683371279e+01,2.695292093562e+02,4.100027966641e+01,2.708857444708e+02
4253,23641,4328796386.718750,-2.732977313066e+02,1.171275991314e+02,-2.688039509737e+02,1.175748803274e+02,-2.700557953631e+02,1.186366723497e+02
4254,23642,4328979492.187500,1.171275991314e+02,1.952126652190e+02,1.171213044006e+02,1.915705667547e+02,1.180838827692e+02,1.923978874055e+02
4255,23643,4329162597.656250,-1.952126652190e+02,3.904253304380e+01,-1.922487368176e+02,4.017583086160e+01,-1.932345029334e+02,4.069890163787e+01
4256,23644,4329345703.125000,-3.904253304380e+01,-1.952126652190e+02,-4.023231537035e+01,-1.923057066532e+02,-4.080429627367e+01,-1.932374000454e+02
4257,23645,4329528808.593750,-2.732977313066e+02,1.952126652190e+02,-2.680502902359e+02,1.951569608644e+02,-2.691532165652e+02,1.966722983461e+02
4258,23646,4329711914.062500,-1.952126652190e+02,1.952126652190e+02,-1.909877176764e+02,1.945674221947e+02,-1.916257269683e+02,1.959329446435e+02
4259,23647,4329895019.531250,-3.904253304380e+01,-3.904253304380e+01,-3.893529559504e+01,-3.820197708999e+01,-3.912028136784e+01,-3.828184443923e+01
4260,23648,4330078125.000000,-1.952126652190e+02,-2.732977313066e+02,-1.955276137685e+02,-2.682076353668e+02,-1.970849913497e+02,-2.692889098917e+02
4261,23649,4330261230.468750,-1.171275991314e+02,-2.732977313066e+02,-1.184403314575e+02,-2.690415186031e+02,-1.195688120185e+02,-2.703305288362e+02
4262,23650,4330444335.937500,1.952126652190e+02,3.904253304380e+01,1.934393794670e+02,3.669393591049e+01,1.945172615074e+02,3.652369561844e+01
4263,23651,4330627441.406250,-1.171275991314e+02,3.904253304380e+01,-1.154885356913e+02,3.979058318917e+01,-1.160206491356e+02,4.026097571122e+01
4264,23652,4330810546.875000,1.171275991314e+02,3.904253304380e+01,1.163133509503e+02,3.746046259224e+01,1.170296616599e+02,3.744162881745e+01
4265,23653,4330993652.343750,1.952126652190e+02,1.171275991314e+02,1.944666415944e+02,1.139730764129e+02,1.958016877065e+02,1.142306868630e+02
4266,23654,4331176757.812500,-2.732977313066e+02,3.904253304380e+01,-2.701214771522e+02,4.147628416748e+01,-2.715181518060e+02,4.220021677018e+01
4267,23655,4331359863.281250,3.904253304380e+01,3.904253304380e+01,3.904824615164e+01,3.822730733855e+01,3.933596520688e+01,3.838647419244e+01
4268,23656,4331542968.750000,-3.904253304380e+01,1.952126652190e+02,-3.654559138707e+01,1.935617857495e+02,-3.638925840654e+01,1.947149864802e+02
4269,23657,4331726074.218750,2.732977313066e+02,-3.904253304380e+01,2.699189366676e+02,-4.158055660583e+01,2.713520293235e+02,-4.232553246274e+01
4270,23658,4331909179.687500,3.904253304380e+01,-2.732977313066e+02,3.560773485758e+01,-2.707096344991e+02,3.526707596038e+01,-2.722825400453e+02
4271,23659,4332092285.156250,-2.732977313066e+02,2.732977313066e+02,-2.672539123490e+02,2.731858354398e+02,-2.682083698209e+02,2.753000462036e+02
4272,23660,4332275390.625000,1.171275991314e+02,-1.171275991314e+02,1.145621237909e+02,-1.170034529611e+02,1.149728209626e+02,-1.178349801850e+02
4273,23661,4332458496.093750,1.171275991314e+02,-1.171275991314e+02,1.145868120550e+02,-1.169272627176e+02,1.149832892541e+02,-1.177999079044e+02
4274,23662,4332641601.562500,3.904253304380e+01,-1.171275991314e+02,3.745727951821e+01,-1.161045339706e+02,3.739996135266e+01,-1.168588357386e+02
4275,23663,4332824707.031250,-3.904253304380e+01,-1.952126652190e+02,-4.035084729801e+01,-1.924859777061e+02,-4.092579241661e+01,-1.934700442479e+02
4276,23664,4333007812.500000,1.952126652190e+02,1.952126652190e+02,1.945058586050e+02,1.910974081718e+02,1.960036771186e+02,1.918002180912e+02
4277,23665,4333190917.968750,-3.904253304380e+01,2.732977313066e+02,-3.610269391319e+01,2.702859444089e+02,-3.576469135220e+01,2.718749871875e+02
4278,23666,4333374023.437500,1.171275991314e+02,-1.171275991314e+02,1.146060097110e+02,-1.167770462241e+02,1.150161708097e+02,-1.177040782196e+02
4279,23667,4333557128.906250,1.952126652190e+02,-1.952126652190e+02,1.909662914011e+02,-1.946896721821e+02,1.917256051817e+02,-1.962613786588e+02
4280,23668,4333740234.375000,2.732977313066e+02,-3.904253304380e+01,2.695885927001e+02,-4.124721122376e+01,2.710458597536e+02,-4.203484411995e+01
4281,23669,4333923339.843750,3.904253304380e+01,2.732977313066e+02,4.132246353799e+01,2.695903279800e+02,4.214681021056e+01,2.711244506549e+02
4282,23670,4334106445.312500,2.732977313066e+02,-3.904253304380e+01,2.696606144385e+02,-4.118764221949e+01,2.711663779375e+02,-4.196047855061e+01
4283,23671,4334289550.781250,1.171275991314e+02,3.904253304380e+01,1.160922881747e+02,3.759546490847e+01,1.168816093403e+02,3.757686705599e+01
4284,23672,4334472656.250000,1.171275991314e+02,2.732977313066e+02,1.178112216105e+02,2.693229699948e+02,1.190059954416e+02,2.706312568555e+02
4285,23673,4334655761.718750,1.952126652190e+02,-3.904253304380e+01,1.927998223809e+02,-3.983698790956e+01,1.939253431776e+02,-4.040125386280e+01
4286,23674,4334838867.187500,3.904253304380e+01,-2.732977313066e+02,3.719864116597e+01,-2.705425828705e+02,3.686774942202e+01,-2.722044524461e+02
4287,23675,4335021972.656250,3.904253304380e+01,-1.171275991314e+02,3.813366808421e+01,-1.160530320911e+02,3.811805536739e+01,-1.168188076634e+02
4288,23676,4335205078.125000,-3.904253304380e+01,2.732977313066e+02,-3.749387961842e+01,2.705569887286e+02,-3.717159098303e+01,2.722903146842e+02
4289,23677,4335388183.593750,-1.952126652190e+02,3.904253304380e+01,-1.929733859258e+02,3.942038886995e+01,-1.940643185702e+02,4.012944908236e+01
4290,23678,4335571289.062500,2.732977313066e+02,2.732977313066e+02,2.714641957935e+02,2.692860054332e+02,2.735921583956e+02,2.704713155343e+02
4291,23679,4335754394.531250,1.952126652190e+02,1.171275991314e+02,1.935751045069e+02,1.151088815644e+02,1.950270290964e+02,1.154443484644e+02
4292,23680,4335937500.000000,-2.732977313066e+02,-2.732977313066e+02,-2.713994222640e+02,-2.693109810903e+02,-2.735302209836e+02,-2.705236007771e+02
4293,23681,4336120605.468750,-2.732977313066e+02,-3.904253304380e+01,-2.705235544365e+02,-3.746314903694e+01,-2.722882591959e+02,-3.714588157685e+01
4294,23682,4336303710.937500,3.904253304380e+01,1.952126652190e+02,3.958525407780e+01,1.929270865792e+02,4.017256668179e+01,1.940417301663e+02
4295,23683,4336486816.406250,1.171275991314e+02,-3.904253304380e+01,1.156565742319e+02,-3.928193896327e+01,1.162478442229e+02,-3.972682111667e+01
4296,23684,4336669921.875000,-2.732977313066e+02,-3.904253304380e+01,-2.706306636960e+02,-3.690742262003e+01,-2.724358033679e+02,-3.661859797837e+01
4297,23685,4336853027.343750,1.171275991314e+02,-2.732977313066e+02,1.139775138757e+02,-2.712105647354e+02,1.142110244304e+02,-2.731651499434e+02
4298,23686,4337036132.812500,1.952126652190e+02,-1.171275991314e+02,1.922591299402e+02,-1.173711265626e+02,1.933137527555e+02,-1.184283498122e+02
4299,23687,4337219238.281250,1.952126652190e+02,3.904253304380e+01,1.934839015218e+02,3.708162446457e+01,1.947163260555e+02,3.693306069992e+01
4300,23688,4337402343.750000,3.904253304380e+01,-2.732977313066e+02,3.636604537485e+01,-2.708022456980e+02,3.607077005443e+01,-2.726569053958e+02
4301,23689,4337585449.218750,2.732977313066e+02,-3.904253304380e+01,2.701732513788e+02,-4.101756389175e+01,2.718521470236e+02,-4.180882663851e+01
4302,23690,4337768554.687500,-1.952126652190e+02,-1.952126652190e+02,-1.950138268927e+02,-1.914818973155e+02,-1.966461702017e+02,-1.923306190035e+02
4303,23691,4337951660.156250,-1.952126652190e+02,1.171275991314e+02,-1.921704787225e+02,1.178005778637e+02,-1.931800665897e+02,1.188748383253e+02
4304,23692,4338134765.625000,-2.732977313066e+02,2.732977313066e+02,-2.681684360958e+02,2.732016580874e+02,-2.695173199923e+02,2.754730536158e+02
4305,23693,4338317871.093750,2.732977313066e+02,-2.732977313066e+02,2.684070254060e+02,-2.732188426543e+02,2.697186988309e+02,-2.754852168115e+02
4306,23694,4338500976.562500,-2.732977313066e+02,-1.171275991314e+02,-2.719243903974e+02,-1.138223742775e+02,-2.739996790502e+02,-1.141304261509e+02
4307,23695,4338684082.031250,3.904253304380e+01,-1.171275991314e+02,3.778800106104e+01,-1.164842720125e+02,3.787277606818e+01,-1.172650890511e+02
4308,23696,4338867187.500000,3.904253304380e+01,-2.732977313066e+02,3.666916168842e+01,-2.714924900027e+02,3.642314572175e+01,-2.734221489815e+02
4309,23697,4339050292.968750,1.952126652190e+02,-3.904253304380e+01,1.934494655615e+02,-4.021133054020e+01,1.946712798020e+02,-4.082950046466e+01
4310,23698,4339233398.437500,-1.171275991314e+02,-3.904253304380e+01,-1.164884671173e+02,-3.775805415170e+01,-1.173270737550e+02,-3.787727872795e+01
4311,23699,4339416503.906250,-1.171275991314e+02,-1.952126652190e+02,-1.178399685176e+02,-1.924305848851e+02,-1.189023426414e+02,-1.935900789020e+02
4312,23700,4339599609.375000,-2.732977313066e+02,2.732977313066e+02,-2.680380226831e+02,2.733441115451e+02,-2.695189979155e+02,2.756416521604e+02
4313,23701,4339782714.843750,-2.732977313066e+02,1.952126652190e+02,-2.684694874356e+02,1.960742700221e+02,-2.700620365808e+02,1.978597823914e+02
4314,23702,4339965820.312500,-1.952126652190e+02,2.732977313066e+02,-1.900343846361e+02,2.725072488519e+02,-1.910061746105e+02,2.747074220338e+02
4315,23703,4340148925.781250,2.732977313066e+02,-1.952126652190e+02,2.683555482200e+02,-1.959015280048e+02,2.699317622602e+02,-1.976905701548e+02
4316,23704,4340332031.250000,-3.904253304380e+01,-1.952126652190e+02,-4.036500720849e+01,-1.928137274674e+02,-4.097763456925e+01,-1.940727419522e+02
4317,23705,4340515136.718750,3.904253304380e+01,-3.904253304380e+01,3.834842531556e+01,-3.893653685326e+01,3.856766883174e+01,-3.925959910140e+01
4318,23706,4340698242.187500,-1.171275991314e+02,-1.171275991314e+02,-1.166829674340e+02,-1.152339973428e+02,-1.177097430375e+02,-1.158819494358e+02
4319,23707,4340881347.656250,1.952126652190e+02,-1.952126652190e+02,1.923709785153e+02,-1.942600447914e+02,1.935072083348e+02,-1.958747828559e+02
4320,23708,4341064453.125000,-1.952126652190e+02,-3.904253304380e+01,-1.934929722150e+02,-3.789899827559e+01,-1.948900513377e+02,-3.792675364303e+01
4321,23709,4341247558.593750,-2.732977313066e+02,-1.171275991314e+02,-2.710898592024e+02,-1.149319071201e+02,-2.732240344995e+02,-1.155459023383e+02
4322,23710,4341430664.062500,1.171275991314e+02,-1.952126652190e+02,1.152323178298e+02,-1.937292287331e+02,1.158366917729e+02,-1.952404496973e+02
4323,23711,4341613769.531250,-3.904253304380e+01,1.171275991314e+02,-3.821723449838e+01,1.161002690339e+02,-3.834601802665e+01,1.170258000966e+02
4324,23712,4341796875.000000,1.171275991314e+02,1.952126652190e+02,1.166488122296e+02,1.928066282560e+02,1.177699602505e+02,1.941114683674e+02
4325,23713,4341979980.468750,-3.904253304380e+01,1.171275991314e+02,-3.822435393106e+01,1.160622552333e+02,-3.841805520039e+01,1.169486263825e+02
4326,23714,4342163085.937500,-1.171275991314e+02,2.732977313066e+02,-1.147451321996e+02,2.710257560016e+02,-1.153693900503e+02,2.732220890569e+02
4327,23715,4342346191.406250,-1.952126652190e+02,3.904253304380e+01,-1.930456783040e+02,3.967679108470e+01,-1.945183392230e+02,4.012525739032e+01
4328,23716,4342529296.875000,-1.952126652190e+02,1.171275991314e+02,-1.925544726956e+02,1.171689200541e+02,-1.939509019507e+02,1.182832781593e+02
4329,23717,4342712402.343750,3.904253304380e+01,-1.171275991314e+02,3.783249385199e+01,-1.162568523851e+02,3.795064914650e+01,-1.172388348886e+02
4330,23718,4342895507.812500,-2.732977313066e+02,-2.732977313066e+02,-2.728359910281e+02,-2.684783432746e+02,-2.752456342815e+02,-2.703476088234e+02
4331,23719,4343078613.281250,1.171275991314e+02,-3.904253304380e+01,1.156701072148e+02,-3.967689846576e+01,1.166614171484e+02,-4.007371103393e+01
4332,23720,4343261718.750000,-1.171275991314e+02,1.952126652190e+02,-1.142758602485e+02,1.943908224448e+02,-1.150079410002e+02,1.960611824824e+02
4333,23721,4343444824.218750,3.904253304380e+01,1.952126652190e+02,4.045966256494e+01,1.929992151962e+02,4.093123073293e+01,1.945402082041e+02
4334,23722,4343627929.687500,3.904253304380e+01,3.904253304380e+01,3.904115445145e+01,3.830423816742e+01,3.938746273420e+01,3.857314505868e+01
4335,23723,4343811035.156250,1.952126652190e+02,1.952126652190e+02,1.952663724548e+02,1.914737779734e+02,1.970356360317e+02,1.928473019745e+02
4336,23724,4343994140.625000,2.732977313066e+02,-1.171275991314e+02,2.695571307591e+02,-1.187564229082e+02,2.717539131494e+02,-1.198711822550e+02
4337,23725,4344177246.093750,3.904253304380e+01,-2.732977313066e+02,3.630699873515e+01,-2.710234978930e+02,3.650238503172e+01,-2.733606150800e+02
4338,23726,4344360351.562500,-3.904253304380e+01,-2.732977313066e+02,-4.064310508810e+01,-2.703596568457e+02,-4.122302450623e+01,-2.725738601142e+02
4339,23727,4344543457.031250,1.952126652190e+02,3.904253304380e+01,1.935128173578e+02,3.751586501735e+01,1.951937951182e+02,3.775356487737e+01
4340,23728,4344726562.500000,-3.904253304380e+01,3.904253304380e+01,-3.847695196692e+01,3.882415044961e+01,-3.882582528683e+01,3.913759841366e+01
4341,23729,4344909667.968750,-1.952126652190e+02,-1.171275991314e+02,-1.935775373259e+02,-1.153372837383e+02,-1.952204790300e+02,-1.162854983788e+02
4342,23730,4345092773.437500,2.732977313066e+02,2.732977313066e+02,2.713253037442e+02,2.696201564870e+02,2.737298178461e+02,2.718453204651e+02
4343,23731,4345275878.906250,-1.952126652190e+02,1.171275991314e+02,-1.926340741036e+02,1.168074277309e+02,-1.942902358169e+02,1.178236274444e+02
4344,23732,4345458984.375000,-2.732977313066e+02,2.732977313066e+02,-2.687442518124e+02,2.720912274576e+02,-2.709594702035e+02,2.744880995546e+02
4345,23733,4345642089.843750,1.952126652190e+02,1.171275991314e+02,1.940282885821e+02,1.143926878373e+02,1.957384075858e+02,1.153569644511e+02
4346,23734,4345825195.312500,2.732977313066e+02,1.952126652190e+02,2.721417408859e+02,1.906203941037e+02,2.745385964054e+02,1.923215872228e+02
4347,23735,4346008300.781250,-3.904253304380e+01,-1.952126652190e+02,-4.067630961747e+01,-1.926832483395e+02,-4.103137228491e+01,-1.943916962535e+02
4348,23736,4346191406.250000,2.732977313066e+02,3.904253304380e+01,2.707419513344e+02,3.585856370581e+01,2.730925062413e+02,3.621411948749e+01
4349,23737,4346374511.718750,1.171275991314e+02,-2.732977313066e+02,1.132247741519e+02,-2.714953773036e+02,1.143460304067e+02,-2.738832962172e+02
4350,23738,4346557617.187500,-1.952126652190e+02,-2.732977313066e+02,-1.956528965339e+02,-2.685717150048e+02,-1.974699440700e+02,-2.710528875601e+02
4351,23739,4346740722.656250,-3.904253304380e+01,1.171275991314e+02,-3.759490882587e+01,1.162260336275e+02,-3.788166599926e+01,1.173019014198e+02
4352,23740,4346923828.125000,2.732977313066e+02,3.904253304380e+01,2.707328933149e+02,3.633833649923e+01,2.731929896438e+02,3.680684021444e+01
4353,23741,4347106933.593750,1.952126652190e+02,2.732977313066e+02,1.954487147911e+02,2.688017344782e+02,1.971629271310e+02,2.713099947260e+02
4354,23742,4347290039.062500,-3.904253304380e+01,-2.732977313066e+02,-4.099089788729e+01,-2.701315998978e+02,-4.128733893871e+01,-2.726402183510e+02
4355,23743,4347473144.531250,-2.732977313066e+02,3.904253304380e+01,-2.701569943097e+02,4.106583813093e+01,-2.726783759861e+02,4.123294563805e+01
4356,23744,4347656250.000000,-3.904253304380e+01,2.732977313066e+02,-3.615590066841e+01,2.708944956797e+02,-3.660479695045e+01,2.734950574949e+02
4357,23745,4347839355.468750,2.732977313066e+02,3.904253304380e+01,2.709398266997e+02,3.609102660541e+01,2.734777758491e+02,3.659196710968e+01
4358,23746,4348022460.937500,-3.904253304380e+01,-2.732977313066e+02,-4.127081404148e+01,-2.702298284520e+02,-4.144492536380e+01,-2.729166950150e+02
4359,23747,4348205566.406250,-2.732977313066e+02,3.904253304380e+01,-2.702288452394e+02,4.118326136397e+01,-2.728653101206e+02,4.141214700582e+01
4360,23748,4348388671.875000,1.171275991314e+02,-3.904253304380e+01,1.156125897441e+02,-3.970034060416e+01,1.168158539509e+02,-4.003695044012e+01
4361,23749,4348571777.343750,1.952126652190e+02,-1.952126652190e+02,1.915765328661e+02,-1.949426124662e+02,1.936631895082e+02,-1.967283268115e+02
4362,23750,4348754882.812500,3.904253304380e+01,1.171275991314e+02,3.962313605083e+01,1.156256686836e+02,3.988580994370e+01,1.167684045056e+02
4363,23751,4348937988.281250,2.732977313066e+02,2.732977313066e+02,2.727217582861e+02,2.683517819240e+02,2.751460640482e+02,2.711998960027e+02
4364,23752,4349121093.750000,-1.171275991314e+02,-3.904253304380e+01,-1.162467807174e+02,-3.775160998476e+01,-1.173113094868e+02,-3.820600033743e+01
4365,23753,4349304199.218750,2.732977313066e+02,-1.952126652190e+02,2.691332525008e+02,-1.952602165820e+02,2.720405693633e+02,-1.969766609867e+02
4366,23754,4349487304.687500,-2.732977313066e+02,-2.732977313066e+02,-2.724888918156e+02,-2.686729570886e+02,-2.748889991835e+02,-2.716868331264e+02
4367,23755,4349670410.156250,-3.904253304380e+01,-3.904253304380e+01,-3.891627214272e+01,-3.839777221968e+01,-3.922186182798e+01,-3.889252883685e+01
4368,23756,4349853515.625000,2.732977313066e+02,2.732977313066e+02,2.723388737158e+02,2.688958342207e+02,2.747307455077e+02,2.719768104662e+02
4369,23757,4350036621.093750,1.171275991314e+02,3.904253304380e+01,1.162256476493e+02,3.795349890679e+01,1.173572056420e+02,3.850447442589e+01
4370,23758,4350219726.562500,3.904253304380e+01,3.904253304380e+01,3.891248730853e+01,3.842705629534e+01,3.934725443731e+01,3.898239273864e+01
4371,23759,4350402832.031250,-1.952126652190e+02,1.952126652190e+02,-1.921379017729e+02,1.946270824663e+02,-1.943926315501e+02,1.963190026531e+02
4372,23760,4350585937.500000,3.904253304380e+01,1.171275991314e+02,3.944859239385e+01,1.157945493717e+02,3.969819018477e+01,1.171433726810e+02
4373,23761,4350769042.968750,3.904253304380e+01,-1.171275991314e+02,3.790595975833e+01,-1.163311756884e+02,3.851263507078e+01,-1.175948692335e+02
4374,23762,4350952148.437500,1.952126652190e+02,-1.171275991314e+02,1.926807456382e+02,-1.174277102047e+02,1.949816401010e+02,-1.182978603094e+02
4375,23763,4351135253.906250,1.952126652190e+02,-2.732977313066e+02,1.914576562539e+02,-2.722625469403e+02,1.939772913919e+02,-2.748602815329e+02
4376,23764,4351318359.375000,2.732977313066e+02,-2.732977313066e+02,2.686154797835e+02,-2.729140499848e+02,2.719900253857e+02,-2.753807278737e+02
4377,23765,4351501464.843750,1.171275991314e+02,-2.732977313066e+02,1.137096878558e+02,-2.716796243563e+02,1.154383011081e+02,-2.742855772135e+02
4378,23766,4351684570.312500,-3.904253304380e+01,-3.904253304380e+01,-3.901078907867e+01,-3.830964806510e+01,-3.938211914023e+01,-3.884891147086e+01
4379,23767,4351867675.781250,1.952126652190e+02,3.904253304380e+01,1.936221639237e+02,3.678837812612e+01,1.956723279600e+02,3.753733202654e+01
4380,23768,4352050781.250000,1.171275991314e+02,2.732977313066e+02,1.186816817089e+02,2.693406313209e+02,1.194271862657e+02,2.726364587143e+02
4381,23769,4352233886.718750,-1.952126652190e+02,-1.171275991314e+02,-1.944990908953e+02,-1.139289212411e+02,-1.964041179684e+02,-1.155331094399e+02
4382,23770,4352416992.187500,1.171275991314e+02,-1.952126652190e+02,1.138829747375e+02,-1.945947797877e+02,1.156177297561e+02,-1.965496229103e+02
4383,23771,4352600097.656250,-1.171275991314e+02,-1.171275991314e+02,-1.173396845055e+02,-1.147126492907e+02,-1.184360713897e+02,-1.163344763187e+02
4384,23772,4352783203.125000,3.904253304380e+01,-1.952126652190e+02,3.642012008807e+01,-1.938800289311e+02,3.728418326864e+01,-1.959417033805e+02
4385,23773,4352966308.593750,-1.171275991314e+02,1.171275991314e+02,-1.146813482482e+02,1.174910196051e+02,-1.162662295189e+02,1.185907740012e+02
4386,23774,4353149414.062500,3.904253304380e+01,2.732977313066e+02,4.182046529530e+01,2.705423017114e+02,4.168610010590e+01,2.738282491146e+02
4387,23775,4353332519.531250,-3.904253304380e+01,-2.732977313066e+02,-4.160659598708e+01,-2.707048267846e+02,-4.132807685475e+01,-2.739289648802e+02
4388,23776,4353515625.000000,3.904253304380e+01,-1.952126652190e+02,3.686123951364e+01,-1.941238797715e+02,3.776024799923e+01,-1.963008359987e+02
4389,23777,4353698730.468750,2.732977313066e+02,-3.904253304380e+01,2.710293733247e+02,-4.117810982529e+01,2.742215549399e+02,-4.093944499152e+01
4390,23778,4353881835.937500,-3.904253304380e+01,3.904253304380e+01,-3.847500387984e+01,3.909712621808e+01,-3.909540823556e+01,3.945989597410e+01
4391,23779,4354064941.406250,-1.171275991314e+02,-3.904253304380e+01,-1.166836541398e+02,-3.790828197967e+01,-1.180391484184e+02,-3.882540758517e+01
4392,23780,4354248046.875000,-3.904253304380e+01,3.904253304380e+01,-3.847660858701e+01,3.910398773023e+01,-3.905343521323e+01,3.955484278490e+01
