section,fs_hz,total_bits,frac_bits,r_float,theta_rad_float,b0,b1,b2,a0,a1,a2,b0_int,b1_int,b2_int,a0_int,a1_int,a2_int
1,12000000000.000000,18,15,0.954026707410,1.845074218917,0.910156250000,0.516784667969,1.000000000000,1.000000000000,0.516784667969,0.910156250000,29824,16934,32768,32768,16934,29824
2,12000000000.000000,18,15,0.944000735997,1.911650350006,0.891143798828,0.631134033203,1.000000000000,1.000000000000,0.631134033203,0.891143798828,29201,20681,32768,32768,20681,29201
3,12000000000.000000,18,15,0.935323710146,1.992702241467,0.874816894531,0.766021728516,1.000000000000,1.000000000000,0.766021728516,0.874816894531,28666,25101,32768,32768,25101,28666
4,12000000000.000000,18,15,0.954575529549,2.068623423582,0.911224365234,0.911651611328,1.000000000000,1.000000000000,0.911651611328,0.911224365234,29859,29873,32768,32768,29873,29859
5,12000000000.000000,18,15,0.935584794700,2.162339077710,0.875305175781,1.043457031250,1.000000000000,1.000000000000,1.043457031250,0.875305175781,28682,34192,32768,32768,34192,28682
6,12000000000.000000,18,15,0.935843443289,2.239030500131,0.875793457031,1.159698486328,1.000000000000,1.000000000000,1.159698486328,0.875793457031,28698,38001,32768,32768,38001,28698
7,12000000000.000000,18,15,0.929843207830,2.308768247995,0.864593505859,1.251190185547,1.000000000000,1.000000000000,1.251190185547,0.864593505859,28331,40999,32768,32768,40999,28331
8,12000000000.000000,18,15,0.946373735851,2.369011218735,0.895629882812,1.355407714844,1.000000000000,1.000000000000,1.355407714844,0.895629882812,29348,44414,32768,32768,44414,29348
