freq_hz,h1_abs_db,fixed_fir_abs_db,fixed_fir_phase_rad,fixed_total_abs_db,fixed_total_phase_rad,target_phase_rad,fixed_phase_error_rad,fixed_total_group_delay_ns
4128000000.000000,-4.086001200000e-02,4.432760635510e-02,2.558919766674e+00,3.467594355105e-03,-4.310703900999e+01,-4.310265120725e+01,-4.387802736538e-03,1.094154255878e+01
4129000000.000000,-2.719995300000e-02,4.829875248525e-02,2.503003907902e+00,2.109879948525e-02,-4.317162864760e+01,-4.316941005114e+01,-2.218596456402e-03,1.041590203163e+01
4130000000.000000,-4.004692200000e-02,5.217381424018e-02,2.447088147439e+00,1.212689224017e-02,-4.323792909520e+01,-4.323616889503e+01,-1.760200171248e-03,1.105321969292e+01
4131000000.000000,-5.088217900000e-02,5.594962660886e-02,2.391171791454e+00,5.067447608861e-03,-4.331052750274e+01,-4.330292773892e+01,-7.599763822057e-03,1.052934064457e+01
4132000000.000000,-3.686350400000e-02,5.962358449931e-02,2.335254138182e+00,2.276008049931e-02,-4.337024469207e+01,-4.336968658281e+01,-5.581092583071e-04,9.984038719090e+00
4133000000.000000,-5.837121100000e-02,6.319364496275e-02,2.279334479227e+00,4.822433962754e-03,-4.343599063351e+01,-4.343644542670e+01,4.547931833088e-04,1.081931496328e+01
4134000000.000000,-5.941983700000e-02,6.665832581066e-02,2.223412100834e+00,7.238488810660e-03,-4.350620421369e+01,-4.350320427058e+01,-2.999943102772e-03,1.036584226886e+01
4135000000.000000,-4.993681100000e-02,7.001670066916e-02,2.167486285140e+00,2.007988966916e-02,-4.356625164919e+01,-4.356996311447e+01,3.711465280432e-03,1.028303644413e+01
4136000000.000000,-5.801476000000e-02,7.326839063227e-02,2.111556311395e+00,1.525363063226e-02,-4.363542466069e+01,-4.363672195836e+01,1.297297676899e-03,1.125496961574e+01
4137000000.000000,-7.643829400000e-02,7.641355260814e-02,2.055621457193e+00,-2.474139186439e-05,-4.370768576864e+01,-4.370348080225e+01,-4.204966386780e-03,1.091775822909e+01
4138000000.000000,-7.209119400000e-02,7.945286452532e-02,1.999680999681e+00,7.361670525317e-03,-4.377262125687e+01,-4.377023964614e+01,-2.381610730303e-03,9.884111233029e+00
4139000000.000000,-6.599504400000e-02,8.238750756135e-02,1.943734216791e+00,1.639246356135e-02,-4.383189317359e+01,-4.383699849003e+01,5.105316442979e-03,1.036342850233e+01
4140000000.000000,-5.774387600000e-02,8.521914555469e-02,1.887780388476e+00,2.747526955469e-02,-4.390285194027e+01,-4.390375733392e+01,9.053936516423e-04,1.148978388539e+01
