freq_hz,h1_phase_rad,h2_fixed_phase_rad,pre_l1_09_phase_rad,phase_unwrapped_rad,omega_rad,group_delay_s,group_delay_ns
3679000000.000000,-35.189077690634,-4.130408941307,-39.319486631941,-39.319486631941,23115838745.113697052002,4.149216800547682e-09,4.149216801
3680000000.000000,-35.209316773554,-4.146902302739,-39.356219076293,-39.356219076293,23122121930.420875549316,5.006734082559905e-09,5.006734083
3681000000.000000,-35.219007443820,-4.163395664170,-39.382403107990,-39.382403107990,23128405115.728057861328,3.974405117013042e-09,3.974405117
3682000000.000000,-35.226273898364,-4.179889025601,-39.406162923965,-39.406162923965,23134688301.035236358643,3.924664441112077e-09,3.924664441
3683000000.000000,-35.235339508861,-4.196382387033,-39.431721895894,-39.431721895894,23140971486.342414855957,4.107357544589242e-09,4.107357545
3684000000.000000,-35.244901752652,-4.212875748464,-39.457777501116,-39.457777501116,23147254671.649597167969,4.189118671293109e-09,4.189118671
3685000000.000000,-35.254994803770,-4.229369109895,-39.484363913665,-39.484363913665,23153537856.956775665283,4.363223855769257e-09,4.363223856
3686000000.000000,-35.266744917834,-4.245862471327,-39.512607389161,-39.512607389161,23159821042.263954162598,4.478378242218644e-09,4.478378242
3687000000.000000,-35.278285041650,-4.262355832758,-39.540640874408,-39.540640874408,23166104227.571132659912,4.356584976845793e-09,4.356584977
3688000000.000000,-35.288504656404,-4.278849194189,-39.567353850593,-39.567353850593,23172387412.878314971924,4.230578373062597e-09,4.230578373
3689000000.000000,-35.298461334536,-4.295342555621,-39.593803890157,-39.593803890157,23178670598.185493469238,3.774505300425245e-09,3.774505300
3690000000.000000,-35.302949766032,-4.311835917052,-39.614785683084,-39.614785683084,23184953783.492671966553,3.574331032276203e-09,3.574331032
3691000000.000000,-35.310390980124,-4.328329278483,-39.638720258607,-39.638720258607,23191236968.799854278564,4.202742463257451e-09,4.202742463
3692000000.000000,-35.322776262559,-4.344822639915,-39.667598902474,-39.667598902474,23197520154.107032775879,5.100047046979860e-09,5.100047047
3693000000.000000,-35.341493338604,-4.361316001346,-39.702809339950,-39.702809339950,23203803339.414211273193,4.301587633046635e-09,4.301587633
3694000000.000000,-35.343844884124,-4.377809362777,-39.721654246901,-39.721654246901,23210086524.721389770508,4.160565772446922e-09,4.160565772
3695000000.000000,-35.360789827203,-4.394302724209,-39.755092551412,-39.755092551412,23216369710.028572082520,4.585162832866417e-09,4.585162833
