tap_index,coeff_float,coeff_fixed_int,coeff_fixed_float,quantization_error,saturated
0,5.970323429051830333e-01,4891,5.970458984375000000e-01,1.355553231696671190e-05,0
1,-2.115854580089969739e-01,-1733,-2.115478515625000000e-01,3.760644649697386654e-05,0
2,6.402788583722528459e-01,5245,6.402587890625000000e-01,-2.006930975284593188e-05,0
3,-1.713772634316647892e-01,-1404,-1.713867187500000000e-01,-9.455318335210849412e-06,0
4,-5.718843184173308947e-01,-4685,-5.718994140625000000e-01,-1.509564516910533172e-05,0
5,2.350494901678507054e-01,1926,2.351074218750000000e-01,5.793170714929463117e-05,0
6,9.454002998496327526e-02,774,9.448242187500000000e-02,-5.760810996327525579e-05,0
7,-1.204915371596226026e-01,-987,-1.204833984375000000e-01,8.138722122602581877e-06,0
8,3.215711793969154852e-01,2634,3.215332031250000000e-01,-3.797627191548524905e-05,0
9,-4.688055181050154729e-02,-384,-4.687500000000000000e-02,5.551810501547294052e-06,0
10,-4.975729141779196008e-01,-4076,-4.975585937500000000e-01,1.432042791960075334e-05,0
11,1.781789678093396168e-01,1460,1.782226562500000000e-01,4.368844066038324314e-05,0
12,4.318756523248210577e-01,3538,4.318847656250000000e-01,9.113300178942296270e-06,0
13,-2.277671146265423385e-01,-1866,-2.277832031250000000e-01,-1.608849845766147091e-05,0
14,-2.108227323151758703e-01,-1727,-2.108154296875000000e-01,7.302627675870310142e-06,0
15,1.894409043675155113e-01,1552,1.894531250000000000e-01,1.222063248448868045e-05,0
16,-5.536798883755946615e-02,-454,-5.541992187500000000e-02,-5.193303744053384685e-05,0
17,-8.595849199754963810e-02,-704,-8.593750000000000000e-02,2.099199754963809728e-05,0
18,2.730463393830953045e-01,2237,2.730712890625000000e-01,2.494967940469550172e-05,0
19,-4.437781746494016272e-02,-364,-4.443359375000000000e-02,-5.577628505983728280e-05,0
20,-3.853508976016288279e-01,-3157,-3.853759765625000000e-01,-2.507896087117211792e-05,0
21,1.609367854398797704e-01,1318,1.608886718750000000e-01,-4.811356487977036522e-05,0
22,3.766749380064127184e-01,3086,3.767089843750000000e-01,3.404636858728160576e-05,0
23,-2.314247270683381374e-01,-1896,-2.314453125000000000e-01,-2.058543166186255213e-05,0
24,-2.662816771375392522e-01,-2181,-2.662353515625000000e-01,4.632557503925216480e-05,0
25,2.385883810237609814e-01,1955,2.386474609375000000e-01,5.907991373901855248e-05,0
26,9.584478024534696938e-02,785,9.582519531250000000e-02,-1.958493284696938286e-05,0
27,-1.824730594062797251e-01,-1495,-1.824951171875000000e-01,-2.205778122027490795e-05,0
28,8.489739869107441883e-02,695,8.483886718750000000e-02,-5.853150357441883056e-05,0
29,7.858272537461932772e-02,644,7.861328125000000000e-02,3.055587538067228159e-05,0
30,-2.310964052007354608e-01,-1893,-2.310791015625000000e-01,1.730363823546077207e-05,0
31,4.707433464900336040e-02,386,4.711914062500000000e-02,4.480597599663960207e-05,0
32,3.121665378028750104e-01,2557,3.121337890625000000e-01,-3.274874037501041002e-05,0
33,-1.646781629213707465e-01,-1349,-1.646728515625000000e-01,5.311358870746518690e-06,0
34,-3.165033192917306448e-01,-2593,-3.165283203125000000e-01,-2.500102076935517559e-05,0
35,2.475241331703685599e-01,2028,2.475585937500000000e-01,3.446057963144011360e-05,0
36,2.514954642235778248e-01,2060,2.514648437500000000e-01,-3.062047357782482493e-05,0
37,-2.778034282023591484e-01,-2276,-2.778320312500000000e-01,-2.860304764085164209e-05,0
38,-1.396000703977552382e-01,-1144,-1.396484375000000000e-01,-4.836710224476181708e-05,0
39,2.501871484454157857e-01,2050,2.502441406250000000e-01,5.699217958421431973e-05,0
40,1.180706848169242942e-02,97,1.184082031250000000e-02,3.375183080757057641e-05,0
41,-1.726374160461700835e-01,-1414,-1.726074218750000000e-01,2.999417117008351674e-05,0
42,9.991935183505909479e-02,819,9.997558593750000000e-02,5.623410244090520926e-05,0
43,6.440468348470340665e-02,528,6.445312500000000000e-02,4.844151529659335154e-05,0
44,-1.696594513289437778e-01,-1390,-1.696777343750000000e-01,-1.828304605622221857e-05,0
45,4.831432500667065533e-02,396,4.833984375000000000e-02,2.551874332934467304e-05,0
46,1.827242204083708299e-01,1497,1.827392578125000000e-01,1.503740412917009550e-05,0
47,-1.381658491565138647e-01,-1132,-1.381835937500000000e-01,-1.774459348613532939e-05,0
48,-1.381658491565138647e-01,-1132,-1.381835937500000000e-01,-1.774459348613532939e-05,0
49,1.827242204083708299e-01,1497,1.827392578125000000e-01,1.503740412917009550e-05,0
50,4.831432500667065533e-02,396,4.833984375000000000e-02,2.551874332934467304e-05,0
51,-1.696594513289437778e-01,-1390,-1.696777343750000000e-01,-1.828304605622221857e-05,0
52,6.440468348470340665e-02,528,6.445312500000000000e-02,4.844151529659335154e-05,0
53,9.991935183505909479e-02,819,9.997558593750000000e-02,5.623410244090520926e-05,0
54,-1.726374160461700835e-01,-1414,-1.726074218750000000e-01,2.999417117008351674e-05,0
55,1.180706848169242942e-02,97,1.184082031250000000e-02,3.375183080757057641e-05,0
56,2.501871484454157857e-01,2050,2.502441406250000000e-01,5.699217958421431973e-05,0
57,-1.396000703977552382e-01,-1144,-1.396484375000000000e-01,-4.836710224476181708e-05,0
58,-2.778034282023591484e-01,-2276,-2.778320312500000000e-01,-2.860304764085164209e-05,0
59,2.514954642235778248e-01,2060,2.514648437500000000e-01,-3.062047357782482493e-05,0
60,2.475241331703685599e-01,2028,2.475585937500000000e-01,3.446057963144011360e-05,0
61,-3.165033192917306448e-01,-2593,-3.165283203125000000e-01,-2.500102076935517559e-05,0
62,-1.646781629213707465e-01,-1349,-1.646728515625000000e-01,5.311358870746518690e-06,0
63,3.121665378028750104e-01,2557,3.121337890625000000e-01,-3.274874037501041002e-05,0
64,4.707433464900336040e-02,386,4.711914062500000000e-02,4.480597599663960207e-05,0
65,-2.310964052007354608e-01,-1893,-2.310791015625000000e-01,1.730363823546077207e-05,0
66,7.858272537461932772e-02,644,7.861328125000000000e-02,3.055587538067228159e-05,0
67,8.489739869107441883e-02,695,8.483886718750000000e-02,-5.853150357441883056e-05,0
68,-1.824730594062797251e-01,-1495,-1.824951171875000000e-01,-2.205778122027490795e-05,0
69,9.584478024534696938e-02,785,9.582519531250000000e-02,-1.958493284696938286e-05,0
70,2.385883810237609814e-01,1955,2.386474609375000000e-01,5.907991373901855248e-05,0
71,-2.662816771375392522e-01,-2181,-2.662353515625000000e-01,4.632557503925216480e-05,0
