freq_hz,h1_db,h2_target_db,h2_float_db,h2_fixed_db,h2_float_phase_rad,h2_fixed_phase_rad,htotal_float_db,htotal_fixed_db
5500000000.000000,-0.277289155,0.277289155,0.244359447,0.246868243,0.719948316448,0.719948316448,-0.032929708,-0.030420912
5501000000.000000,-0.288613798,0.288613798,0.247753839,0.250288306,0.707512845527,0.707512845527,-0.040859959,-0.038325492
5502000000.000000,-0.270425438,0.270425438,0.250967319,0.253527454,0.695077374607,0.695077374607,-0.019458119,-0.016897984
5503000000.000000,-0.282910591,0.282910591,0.254003416,0.256589217,0.682641903686,0.682641903686,-0.028907175,-0.026321374
5504000000.000000,-0.264355900,0.264355900,0.256865614,0.259477073,0.670206432766,0.670206432766,-0.007490286,-0.004878827
5505000000.000000,-0.268307730,0.268307730,0.259557352,0.262194460,0.657770961845,0.657770961845,-0.008750378,-0.006113270
5506000000.000000,-0.270349037,0.270349037,0.262082021,0.264744766,0.645335490925,0.645335490925,-0.008267016,-0.005604271
5507000000.000000,-0.266387857,0.266387857,0.264442969,0.267131337,0.632900020004,0.632900020004,-0.001944888,0.000743480
5508000000.000000,-0.270837720,0.270837720,0.266643501,0.269357474,0.620464549084,0.620464549084,-0.004194219,-0.001480246
5509000000.000000,-0.282109232,0.282109232,0.268686876,0.271426434,0.608029078164,0.608029078164,-0.013422356,-0.010682798
5510000000.000000,-0.279347177,0.279347177,0.270576314,0.273341434,0.595593607243,0.595593607243,-0.008770863,-0.006005743
5511000000.000000,-0.282183467,0.282183467,0.272314988,0.275105645,0.583158136323,0.583158136323,-0.009868479,-0.007077822
5512000000.000000,-0.274238040,0.274238040,0.273906035,0.276722199,0.570722665402,0.570722665402,-0.000332005,0.002484159
5513000000.000000,-0.268435584,0.268435584,0.275352545,0.278194186,0.558287194482,0.558287194482,0.006916961,0.009758602
5514000000.000000,-0.264625948,0.264625948,0.276657572,0.279524655,0.545851723561,0.545851723561,0.012031624,0.014898707
5515000000.000000,-0.269087352,0.269087352,0.277824127,0.280716617,0.533416252641,0.533416252641,0.008736775,0.011629265
5516000000.000000,-0.275882906,0.275882906,0.278855184,0.281773039,0.520980781720,0.520980781720,0.002972278,0.005890133
5517000000.000000,-0.290128678,0.290128678,0.279753676,0.282696854,0.508545310800,0.508545310800,-0.010375002,-0.007431824
5518000000.000000,-0.275855476,0.275855476,0.280522499,0.283490954,0.496109839879,0.496109839879,0.004667023,0.007635478
5519000000.000000,-0.279627019,0.279627019,0.281164508,0.284158192,0.483674368959,0.483674368959,0.001537489,0.004531173
5520000000.000000,-0.283820076,0.283820076,0.281682524,0.284701384,0.471238898038,0.471238898038,-0.002137552,0.000881308
5521000000.000000,-0.268122826,0.268122826,0.282079328,0.285123310,0.458803427118,0.458803427118,0.013956502,0.017000484
5522000000.000000,-0.265623792,0.265623792,0.282357665,0.285426712,0.446367956198,0.446367956198,0.016733873,0.019802920
5523000000.000000,-0.262693003,0.262693003,0.282520244,0.285614294,0.433932485277,0.433932485277,0.019827241,0.022921291
5524000000.000000,-0.267363811,0.267363811,0.282569738,0.285688728,0.421497014357,0.421497014357,0.015205927,0.018324917
5525000000.000000,-0.279729636,0.279729636,0.282508783,0.285652646,0.409061543436,0.409061543436,0.002779147,0.005923010
5526000000.000000,-0.265078886,0.265078886,0.282339982,0.285508648,0.396626072516,0.396626072516,0.017261096,0.020429762
5527000000.000000,-0.282855263,0.282855263,0.282065900,0.285259296,0.384190601595,0.384190601595,-0.000789363,0.002404033
5528000000.000000,-0.259129128,0.259129128,0.281689071,0.284907121,0.371755130675,0.371755130675,0.022559943,0.025777993
5529000000.000000,-0.260809121,0.260809121,0.281211993,0.284454617,0.359319659754,0.359319659754,0.020402872,0.023645496
5530000000.000000,-0.262090203,0.262090203,0.280637129,0.283904245,0.346884188834,0.346884188834,0.018546926,0.021814042
5531000000.000000,-0.263385511,0.263385511,0.279966910,0.283258434,0.334448717913,0.334448717913,0.016581399,0.019872923
5532000000.000000,-0.275370289,0.275370289,0.279203735,0.282519576,0.322013246993,0.322013246993,0.003833446,0.007149287
5533000000.000000,-0.263885652,0.263885652,0.278349967,0.281690035,0.309577776073,0.309577776073,0.014464315,0.017804383
5534000000.000000,-0.273167100,0.273167100,0.277407939,0.280772138,0.297142305152,0.297142305152,0.004240839,0.007605038
5535000000.000000,-0.269097326,0.269097326,0.276379952,0.279768184,0.284706834232,0.284706834232,0.007282626,0.010670858
5536000000.000000,-0.264600840,0.264600840,0.275268272,0.278680435,0.272271363311,0.272271363311,0.010667432,0.014079595
5537000000.000000,-0.251291871,0.251291871,0.274075136,0.277511127,0.259835892391,0.259835892391,0.022783265,0.026219256
5538000000.000000,-0.255989539,0.255989539,0.272802749,0.276262460,0.247400421470,0.247400421470,0.016813210,0.020272921
5539000000.000000,-0.250698649,0.250698649,0.271453286,0.274936605,0.234964950550,0.234964950550,0.020754637,0.024237956
5540000000.000000,-0.251868440,0.251868440,0.270028889,0.273535702,0.222529479629,0.222529479629,0.018160449,0.021667262
5541000000.000000,-0.239465019,0.239465019,0.268531671,0.272061861,0.210094008709,0.210094008709,0.029066652,0.032596842
5542000000.000000,-0.248895056,0.248895056,0.266963714,0.270517160,0.197658537788,0.197658537788,0.018068658,0.021622104
5543000000.000000,-0.249784363,0.249784363,0.265327070,0.268903649,0.185223066868,0.185223066868,0.015542707,0.019119286
5544000000.000000,-0.240984917,0.240984917,0.263623763,0.267223347,0.172787595947,0.172787595947,0.022638846,0.026238430
5545000000.000000,-0.256745560,0.256745560,0.261855784,0.265478243,0.160352125027,0.160352125027,0.005110224,0.008732683
5546000000.000000,-0.255041654,0.255041654,0.260025099,0.263670299,0.147916654107,0.147916654107,0.004983445,0.008628645
5547000000.000000,-0.239353093,0.239353093,0.258133641,0.261801446,0.135481183186,0.135481183186,0.018780548,0.022448353
5548000000.000000,-0.238364614,0.238364614,0.256183316,0.259873587,0.123045712266,0.123045712266,0.017818702,0.021508973
5549000000.000000,-0.248435995,0.248435995,0.254176003,0.257888595,0.110610241345,0.110610241345,0.005740008,0.009452600
5550000000.000000,-0.240710116,0.240710116,0.252113551,0.255848317,0.098174770425,0.098174770425,0.011403435,0.015138201
5551000000.000000,-0.231130632,0.231130632,0.249997779,0.253754571,0.085739299504,0.085739299504,0.018867147,0.022623939
5552000000.000000,-0.236559294,0.236559294,0.247830483,0.251609147,0.073303828584,0.073303828584,0.011271189,0.015049853
5553000000.000000,-0.249102554,0.249102554,0.245613426,0.249413806,0.060868357663,0.060868357663,-0.003489128,0.000311252
5554000000.000000,-0.244042373,0.244042373,0.243348348,0.247170285,0.048432886743,0.048432886743,-0.000694025,0.003127912
